Silhueta,DuracaodaSessao,Velocidademediadenavegacao
1.0,-0.18684097351389287,-0.028537839153864028
-0.18684097351389287,1.0,-0.06908729633621588
-0.028537839153864028,-0.06908729633621588,1.0
