Grupo;Silhueta;DuracaodaSessao;Velocidademediadenavegacao
C2;0.705617;3005.0;4.4
C2;0.667533;4510.0;4.8
C2;0.716327;2104.0;39.6
C2;0.705603;3006.0;5.5
C2;0.717525;601.0;0.6
C2;0.709826;2705.0;170.4
C1;0.695272;13827.0;5.6
C2;0.718129;1803.0;10.0
C2;0.718127;1804.0;1.7
C2;0.718565;1503.0;1.4
C1;0.696959;12925.0;20.5
C2;0.718128;1803.0;0.0
C2;0.599213;5711.0;4.4
C2;0.667375;4514.0;1.1
C2;0.716302;2104.0;80.7
C2;0.715304;300.0;0.0
C1;0.660836;9019.0;8.8
C2;0.718685;1203.0;8.5
C2;0.71689;1202.0;489.0
C2;0.686314;3908.0;2.9
C2;0.715304;300.0;0.0
C2;0.599281;5710.0;42.2
C2;0.654804;4811.0;0.9
C2;0.718126;1804.0;0.7
C2;0.716285;2104.0;0.8
C2;0.715304;300.0;0.0
C1;0.660862;9020.0;5.5
C2;0.599287;5710.0;0.8
C1;0.68322;10520.0;11.2
C1;0.68907;14730.0;8.2
C2;0.639992;5105.0;53.9
C2;0.717524;601.0;0.0
C2;0.677758;4209.0;3.7
C2;0.717524;601.0;0.0
C2;0.717524;601.0;0.0
C2;0.717524;601.0;5.7
C1;0.677192;15933.0;55.4
C1;0.691578;14429.0;11.3
C2;0.599122;5712.0;1.3
C2;0.718681;1203.0;5.5
C1;0.667223;9318.0;8.1
C2;0.621368;5410.0;161.2
C1;0.63943;8419.0;32.1
C1;0.556218;7216.0;5.7
C1;0.521375;6915.0;24.5
C2;0.717172;601.0;154.7
C2;0.718248;901.0;3.2
C2;0.718128;1803.0;0.0
C1;0.583892;7516.0;43.3
C2;0.71504;301.0;120.7
C2;0.715304;300.0;0.0
C2;0.715318;301.0;5.8
C2;0.715308;300.0;6.3
C1;0.697393;13230.0;18.6
C2;0.570981;6006.0;1.0
C1;0.697378;13228.0;1.4
C2;0.715304;300.0;0.0
C2;0.715308;300.0;6.5
C2;0.674488;4209.0;736.6
C2;0.713549;2403.0;0.7
C2;0.717525;601.0;1.2
C1;0.624646;8117.0;1.8
C2;0.601063;2705.0;7382.6
C1;0.692159;13832.0;863.4
C2;0.715149;300.0;86.1
C2;0.705646;3004.0;21.6
C2;0.71356;2402.0;1.0
