Grupo;Silhueta;DuracaodaSessao;Velocidademediadenavegacao
C4;0.713984;8419.0;5.7
C2;0.649847;3307.0;1.6
C1;0.606215;2104.0;30.5
C1;0.723015;902.0;4.5
C2;0.708206;4210.0;1.7
C2;0.680146;5112.0;37.6
C4;0.707221;8714.0;3.7
C1;0.730895;601.0;0.0
C3;0.688423;13228.0;66.3
C1;0.730913;600.0;0.0
C3;0.673977;12933.0;62.6
C4;0.707297;7511.0;3.0
C1;0.734475;300.0;0.0
C2;0.69631;4813.0;1.9
C2;0.509838;6012.0;3.6
C1;0.734474;300.0;0.3
C3;0.65507;18936.0;5.7
C1;0.734475;300.0;0.0
C4;0.718228;8117.0;0.7
C1;0.734471;301.0;1.9
C1;0.73446;300.0;1.9
C2;0.680098;5112.0;1.2
C1;0.734475;300.0;0.0
C1;0.734454;300.0;2.3
C4;0.666337;6917.0;122.6
C2;0.707896;4211.0;160.2
C2;0.697719;3913.0;122.6
C1;0.709406;1201.0;3.7
C3;0.688571;13232.0;27.4
C4;0.716709;7815.0;0.7
C4;0.667389;6914.0;2.0
C1;0.688922;1503.0;0.0
C1;0.734475;300.0;0.0
C1;0.734469;301.0;2.1
C4;0.716709;7815.0;20.3
C3;0.69284;13558.0;3.4
C1;0.734475;300.0;0.0
C3;0.687455;15661.0;5.9
C1;0.734475;300.0;0.0
C1;0.689181;1500.0;1.8
C4;0.697136;9056.0;12.7
C2;0.632446;3183.0;3.7
C4;0.71799;8157.0;3.2
C1;0.723042;900.0;31.4
C4;0.666002;6902.0;5.8
