Silhueta,DuracaodaSessao,Velocidademediadenavegacao
1.0,-0.3845323372686897,-0.20451665941941094
-0.3845323372686897,1.0,-0.02764166721373799
-0.20451665941941094,-0.02764166721373799,1.0
