No.,Time,Source,Destination,Protocol,Length,Info,TBP
234335,678.1509900000002,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x48) [Block ID: 63020 Packet ID: 10593553] Unknown Payload Type (0x1d0b) ,0.0
234347,678.151314,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x48) [Block ID: 63020 Packet ID: 10593870] Unknown Payload Type (0x1d53) ,0.0003239999997504128
234360,678.158266,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x48) [Block ID: 63020 Packet ID: 10600813] Unknown Payload Type (0x3753) ,0.006952000000069347
234366,678.158384,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x48) [Block ID: 63020 Packet ID: 10600938] Unknown Payload Type (0x3767) ,0.00011799999992945231
234372,678.158476,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x48) [Block ID: 63020 Packet ID: 10601035] Unknown Payload Type (0x36e9) ,9.1999999995096e-05
234406,678.1628820000002,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x48) [Block ID: 63020 Packet ID: 10605433] Unknown Payload Type (0x194a) ,0.004406000000244603
234471,678.1771219999998,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x48) [Block ID: 63020 Packet ID: 10619666] Unknown Payload Type (0x2d28) ,0.014239999999631436
234473,678.183822,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x48) [Block ID: 63020 Packet ID: 10626216] Unknown Payload Type (0x13d9) ,0.006700000000137152
234476,678.183987,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x48) [Block ID: 63020 Packet ID: 10626540] Unknown Payload Type (0x13d9) ,0.0001650000000381624
234682,678.2191799999998,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x48) [Block ID: 63020 Packet ID: 10661727] Unknown Payload Type (0x20e8) ,0.03519299999982195
234688,678.2248440000002,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x48) [Block ID: 63020 Packet ID: 10667398] Unknown Payload Type (0x3485) ,0.005664000000365377
234720,678.227795,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x48) [Block ID: 63020 Packet ID: 10670320] Unknown Payload Type (0x10cd) ,0.002950999999825399
234820,678.246696,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x48) [Block ID: 63020 Packet ID: 10689249] Unknown Payload Type (0x3c36) ,0.018901000000028034
234824,678.246765,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x48) [Block ID: 63020 Packet ID: 10689326] Unknown Payload Type (0x3c36) ,6.899999993947858e-05
234873,678.251779,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x48) [Block ID: 63020 Packet ID: 10694256] Unknown Payload Type (0x2bc3) ,0.005014000000073793
234878,678.251883,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x48) [Block ID: 63020 Packet ID: 10694443] Unknown Payload Type (0x28fa) ,0.00010399999996479892
234886,678.2521230000001,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x48) [Block ID: 63020 Packet ID: 10694677] Unknown Payload Type (0x29b5) ,0.00024000000007617928
