No.,Time,Source,Destination,Protocol,Length,Info,TBP
70482,336.536544,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x34) [Block ID: 63020 Packet ID: 4523416] Unknown Payload Type (0xaa5) ,0.0
70484,336.537798,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x34) [Block ID: 63020 Packet ID: 4524670] Unknown Payload Type (0xe29) ,0.0012540000000171858
70485,336.537851,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x34) [Block ID: 63020 Packet ID: 4524737] Unknown Payload Type (0xe29) ,5.29999999798747e-05
70487,336.551594,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x34) [Block ID: 63020 Packet ID: 4538466] Unknown Payload Type (0x908) ,0.01374300000003359
70489,336.562613,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x34) [Block ID: 63020 Packet ID: 4549484] Unknown Payload Type (0x32ff) ,0.011018999999976131
70491,336.56657,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x34) [Block ID: 63020 Packet ID: 4553442] Unknown Payload Type (0x3e36) ,0.003957000000013977
70493,336.566779,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x34) [Block ID: 63020 Packet ID: 4553661] Unknown Payload Type (0x3dda) ,0.0002089999999839165
70495,336.568058,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x34) [Block ID: 63020 Packet ID: 4554931] Unknown Payload Type (0x208) ,0.0012790000000109103
70499,336.571487,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x34) [Block ID: 63020 Packet ID: 4558359] Unknown Payload Type (0xdd7) ,0.003428999999982807
70500,336.571543,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x34) [Block ID: 63020 Packet ID: 4558430] Unknown Payload Type (0xc29) ,5.600000002914385e-05
70501,336.571582,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x34) [Block ID: 63020 Packet ID: 4558469] Unknown Payload Type (0xc29) ,3.8999999958377884e-05
