No.,Time,Source,Destination,Protocol,Length,Info,TBP
1031409,2048.760236,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862847666378294096 Packet ID: 844246864] [RANGE_ERROR] Unknown Payload Type (0x2f6a) ,0.0
1031410,2048.760302,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862846957708690256 Packet ID: 844312400] [RANGE_ERROR] Unknown Payload Type (0x2a7d) ,6.60000000607397e-05
1031412,2048.760336,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862846210384380752 Packet ID: 844377936] [RANGE_ERROR] Unknown Payload Type (0x305d) ,3.399999968678458e-05
1031413,2048.7603670000008,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862844904714322768 Packet ID: 844443472] [RANGE_ERROR] Unknown Payload Type (0x9b7) ,3.1000000944914063e-05
1031415,2048.761259,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862848125939794768 Packet ID: 844509008] [RANGE_ERROR] Unknown Payload Type (0x3fdb) ,0.0008919999991121585
1031417,2048.7644530000002,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862846412247843664 Packet ID: 844574544] [RANGE_ERROR] Unknown Payload Type (0x2253) ,0.003194000000348751
1031419,2048.7670829999997,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862854168958780240 Packet ID: 844640080] [RANGE_ERROR] Unknown Payload Type (0x1ec5) ,0.0026299999994989776
1031421,2048.768014,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862857914170262352 Packet ID: 844705616] [RANGE_ERROR] Unknown Payload Type (0xfb2) ,0.0009310000004916219
1031423,2048.7695559999997,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862815896505205584 Packet ID: 844771152] [RANGE_ERROR] Unknown Payload Type (0x145d) ,0.0015419999995174294
1031425,2048.770438,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862818533615125328 Packet ID: 844836688] [RANGE_ERROR] Unknown Payload Type (0x21a8) ,0.0008820000002742745
1031426,2048.770485,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862818533615125328 Packet ID: 844902224] [RANGE_ERROR] Unknown Payload Type (0x1792) ,4.6999999995023245e-05
1031428,2048.77165,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862822991791178576 Packet ID: 844967760] [RANGE_ERROR] Unknown Payload Type (0x3e2b) ,0.0011650000001282024
1031430,2048.772523,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862825856534365008 Packet ID: 845033296] [RANGE_ERROR] Unknown Payload Type (0x3eb5) ,0.0008729999999559368
1031432,2048.773032,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862827024765469520 Packet ID: 845098832] [RANGE_ERROR] Unknown Payload Type (0xade) ,0.0005089999999654538
1031434,2048.7737079999997,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862828923141014352 Packet ID: 845164368] [RANGE_ERROR] Unknown Payload Type (0x31a7) ,0.0006759999996575061
1031435,2048.7742510000007,192.168.0.2,106.167.41.212,UDP,145,12236  >  15731 Len=103,0.0005430000010164804
1031438,2048.775961,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862836593952605008 Packet ID: 845229904] [RANGE_ERROR] Unknown Payload Type (0x158) ,0.0017099999990932702
1031440,2048.7770379999997,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862840223199970128 Packet ID: 845295440] [RANGE_ERROR] Unknown Payload Type (0x2fff) ,0.0010769999998956337
1031443,2048.779999,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862814814173446992 Packet ID: 845360976] [RANGE_ERROR] Unknown Payload Type (0x146b) ,0.002961000000141212
1031444,2048.780074,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862814844238218064 Packet ID: 845426512] [RANGE_ERROR] Unknown Payload Type (0x27f4) ,7.499999992433004e-05
1031446,2048.780167000001,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862814204288090960 Packet ID: 845492048] [RANGE_ERROR] Unknown Payload Type (0x20d4) ,9.300000101575279e-05
1031448,2048.781669,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862819401198519120 Packet ID: 845557584] [RANGE_ERROR] Unknown Payload Type (0x3973) ,0.0015019999991636723
1031450,2048.7829890000007,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862823150704968528 Packet ID: 845623120] [RANGE_ERROR] Unknown Payload Type (0x254) ,0.0013200000007600465
1031452,2048.78523,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862831908143285072 Packet ID: 845688656] [RANGE_ERROR] Unknown Payload Type (0x12f9) ,0.002240999999230553
1031454,2048.785516,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862825787814888272 Packet ID: 845754192] [RANGE_ERROR] Unknown Payload Type (0x444) ,0.00028599999996004044
1031456,2048.786815,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862830520868848464 Packet ID: 845819728] [RANGE_ERROR] Unknown Payload Type (0x24c2) ,0.0012990000000172586
1031458,2048.787054,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862829305393103696 Packet ID: 845885264] [RANGE_ERROR] Unknown Payload Type (0x1582) ,0.0002389999999650172
1031460,2048.787934,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862817949499573072 Packet ID: 845950800] [RANGE_ERROR] Unknown Payload Type (0xbbb) ,0.0008800000000519503
1031462,2048.788942,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862821394063344464 Packet ID: 846016336] [RANGE_ERROR] Unknown Payload Type (0x21a3) ,0.0010080000001835288
1031464,2049.097537,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862893553808884560 Packet ID: 846081872] [RANGE_ERROR] Unknown Payload Type (0x15ae) ,0.3085949999999684
1031466,2049.097752,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862893300405814096 Packet ID: 846147408] [RANGE_ERROR] Unknown Payload Type (0x142c) ,0.00021500000002561137
1031468,2049.100223,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862901941880013648 Packet ID: 846212944] [RANGE_ERROR] Unknown Payload Type (0x21ae) ,0.002470999999786727
1031471,2049.101717,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862870537079145296 Packet ID: 846278480] [RANGE_ERROR] Unknown Payload Type (0x39f4) ,0.001494000000093365
1031472,2049.101809,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862868720307979088 Packet ID: 846344016] [RANGE_ERROR] Unknown Payload Type (0x12c9) ,9.199999976772233e-05
1031473,2049.1018559999998,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862868720307979088 Packet ID: 846409552] [RANGE_ERROR] Unknown Payload Type (0x132c) ,4.6999999995023245e-05
1031474,2049.101899,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862868720307979088 Packet ID: 846475088] [RANGE_ERROR] Unknown Payload Type (0x2bd) ,4.3000000005122274e-05
1031476,2049.108292000001,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x1a) [Block ID: 16862857549098042192 Packet ID: 846540624] [RANGE_ERROR] Unknown Payload Type (0x30bf) ,0.006393000001025939
