No.,Time,Source,Destination,Protocol,Length,Info,TBP
556549,1367.9929439999999,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x71) [Block ID: 63020 Packet ID: 12569620] Unknown Payload Type (0x203c) ,0.0
556550,1367.993015,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x71) [Block ID: 63020 Packet ID: 12569716] Unknown Payload Type (0x1f8e) ,7.100000016180275e-05
556551,1367.993084,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x71) [Block ID: 63020 Packet ID: 12569786] Unknown Payload Type (0x1e3b) ,6.899999993947858e-05
556554,1367.994911,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x71) [Block ID: 63020 Packet ID: 12571589] Unknown Payload Type (0x2426) ,0.0018270000000484288
556555,1367.995014,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x71) [Block ID: 63020 Packet ID: 12571715] Unknown Payload Type (0x23f0) ,0.00010300000008101051
556559,1367.997355,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x71) [Block ID: 63020 Packet ID: 12574038] Unknown Payload Type (0x2af9) ,0.002340999999887572
556560,1367.997449,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x71) [Block ID: 63020 Packet ID: 12574152] Unknown Payload Type (0x2a75) ,9.399999999004649e-05
556562,1367.9976880000004,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x71) [Block ID: 63020 Packet ID: 12574389] Unknown Payload Type (0x2a88) ,0.00023900000041976455
556564,1367.998253,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x71) [Block ID: 63020 Packet ID: 12574943] Unknown Payload Type (0x2c0e) ,0.0005649999995966937
556565,1367.999321,192.168.0.2,107.167.110.211,TCP,54,3948  >  443 [ACK] Seq=1775 Ack=987 Win=16534 Len=0,0.0010680000000320433
556567,1368.024653,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x71) [Block ID: 63020 Packet ID: 12601319] Unknown Payload Type (0x1e3) ,0.02533199999993485
556569,1368.025553,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x71) [Block ID: 63020 Packet ID: 12602243] Unknown Payload Type (0x49d) ,0.0009000000000014552
556571,1368.0267310000004,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x71) [Block ID: 63020 Packet ID: 12603431] Unknown Payload Type (0x2873) ,0.001178000000436441
556572,1368.026787,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x71) [Block ID: 63020 Packet ID: 12603489] Unknown Payload Type (0x2873) ,5.5999999631239916e-05
556573,1368.026839,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x71) [Block ID: 63020 Packet ID: 12603541] Unknown Payload Type (0x2873) ,5.2000000096086296e-05
556574,1368.026892,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x71) [Block ID: 63020 Packet ID: 12603592] Unknown Payload Type (0x2873) ,5.29999999798747e-05
556575,1368.026957,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x71) [Block ID: 63020 Packet ID: 12603659] Unknown Payload Type (0x2873) ,6.499999994957761e-05
556576,1368.026994,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x71) [Block ID: 63020 Packet ID: 12603702] Unknown Payload Type (0x2873) ,3.700000002027082e-05
556577,1368.027041,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x71) [Block ID: 63020 Packet ID: 12603745] Unknown Payload Type (0x2873) ,4.6999999995023245e-05
556578,1368.027088,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x71) [Block ID: 63020 Packet ID: 12603798] Unknown Payload Type (0x2873) ,4.6999999995023245e-05
556581,1368.028419,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x71) [Block ID: 63020 Packet ID: 12605115] Unknown Payload Type (0x2e0e) ,0.0013309999999364663
