No.,Time,Source,Destination,Protocol,Length,Info,TBP
88829,365.61565299999995,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x36) [Block ID: 63020 Packet ID: 48109] Unknown Payload Type (0x1cb2) ,0.0
88830,365.615686,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x36) [Block ID: 63020 Packet ID: 48132] Unknown Payload Type (0x1cb2) ,3.300000003036985e-05
88831,365.615707,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x36) [Block ID: 63020 Packet ID: 48164] Unknown Payload Type (0x1cb2) ,2.1000000003823516e-05
88832,365.615747,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x36) [Block ID: 63020 Packet ID: 48203] Unknown Payload Type (0x1be4) ,4.0000000012696546e-05
88834,365.635926,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x36) [Block ID: 63020 Packet ID: 68366] Unknown Payload Type (0x2f66) ,0.020178999999984626
88835,365.63597999999996,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x36) [Block ID: 63020 Packet ID: 68434] Unknown Payload Type (0x2f66) ,5.3999999977349944e-05
88836,365.63602599999996,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x36) [Block ID: 63020 Packet ID: 68477] Unknown Payload Type (0x2f66) ,4.5999999997548e-05
88837,365.636056,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x36) [Block ID: 63020 Packet ID: 68511] Unknown Payload Type (0x2f66) ,3.000000003794412e-05
88838,365.63608999999997,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x36) [Block ID: 63020 Packet ID: 68541] Unknown Payload Type (0x2f66) ,3.399999997100167e-05
88839,365.636128,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x36) [Block ID: 63020 Packet ID: 68578] Unknown Payload Type (0x2f66) ,3.800000001774606e-05
88840,365.636171,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x36) [Block ID: 63020 Packet ID: 68620] Unknown Payload Type (0x2f66) ,4.3000000005122274e-05
88841,365.63621,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x36) [Block ID: 63020 Packet ID: 68661] Unknown Payload Type (0x2f66) ,3.90000000152213e-05
88842,365.63625299999995,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x36) [Block ID: 63020 Packet ID: 68706] Unknown Payload Type (0x2f66) ,4.2999999948278855e-05
88845,365.63852599999996,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x36) [Block ID: 63020 Packet ID: 70967] Unknown Payload Type (0x2c7b) ,0.002273000000002412
88846,365.63858,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x36) [Block ID: 63020 Packet ID: 71034] Unknown Payload Type (0x2ba1) ,5.400000003419336e-05
88848,365.640013,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x36) [Block ID: 63020 Packet ID: 72453] Unknown Payload Type (0x30a0) ,0.0014330000000200016
88850,365.640989,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x36) [Block ID: 63020 Packet ID: 73428] Unknown Payload Type (0x32e7) ,0.0009759999999801039
88852,365.641888,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x36) [Block ID: 63020 Packet ID: 74328] Unknown Payload Type (0x34f4) ,0.00089900000000398
