No.,Time,Source,Destination,Protocol,Length,Info,TBP
1155680,2282.871048,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3894778 Win=1959168 Len=0,0.0
1155683,2282.873351,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,0.0023030000002108864
1155685,2282.873437,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,8.600000001024455e-05
1155686,2282.873482,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3897698 Win=1959168 Len=0,4.4999999772699084e-05
1155689,2282.873607,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3900618 Win=1959168 Len=0,0.00012500000002546585
1155692,2282.873734,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3903538 Win=1959168 Len=0,0.00012699999979304266
1155695,2282.874008,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3906458 Win=1959168 Len=0,0.00027399999999033753
1155698,2282.874119,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3909378 Win=1959168 Len=0,0.00011100000028818613
1155701,2282.874452,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3912298 Win=1959168 Len=0,0.0003329999999550637
1155704,2282.8777170000008,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3915218 Win=1959168 Len=0,0.0032650000007379276
1155707,2282.877879,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3918138 Win=1959168 Len=0,0.00016199999936361564
1155710,2282.877968,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3921058 Win=1959168 Len=0,8.899999966160976e-05
1155713,2282.878051,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3923978 Win=1959168 Len=0,8.300000035887933e-05
1155716,2282.878134,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3926898 Win=1959168 Len=0,8.299999990413198e-05
1155719,2282.878221,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3929818 Win=1959168 Len=0,8.699999989403295e-05
1155722,2282.878308,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3932738 Win=1959168 Len=0,8.699999989403295e-05
1155725,2282.878397,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3935658 Win=1959168 Len=0,8.900000011635711e-05
1155731,2282.881843,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3938578 Win=1959168 Len=0,0.0034460000001672597
1155732,2282.881881,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.799999967668555e-05
1155735,2282.881947,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3941498 Win=1959168 Len=0,6.60000000607397e-05
1155738,2282.8820379999997,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,9.099999988393392e-05
1155739,2282.882049,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3944418 Win=1959168 Len=0,1.1000000085914508e-05
1155742,2282.882152,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3947338 Win=1959168 Len=0,0.00010300000030838419
1155743,2282.882159,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,6.999999641266186e-06
1155746,2282.88225,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3950258 Win=1959168 Len=0,9.100000033868128e-05
1155748,2282.88229,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.999999989900971e-05
1155750,2282.882348,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3953178 Win=1959168 Len=0,5.800000008093775e-05
1155753,2282.882428000001,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3956098 Win=1959168 Len=0,8.000000070751412e-05
1155756,2282.882515,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3959018 Win=1959168 Len=0,8.699999898453825e-05
1155759,2282.8826059999997,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3961938 Win=1959168 Len=0,9.099999988393392e-05
1155762,2282.8828120000007,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3964858 Win=1959168 Len=0,0.00020600000107151573
1155763,2282.8843420000007,192.168.0.2,23.73.80.224,TCP,54,4216  >  443 [ACK] Seq=1126 Ack=139541 Win=248064 Len=0,0.0015300000000024738
1155770,2282.885499,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3967778 Win=1959168 Len=0,0.0011569999992389057
1155773,2282.8855949999997,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3970698 Win=1959168 Len=0,9.59999997576233e-05
1155776,2282.885685,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3973618 Win=1959168 Len=0,9.000000045489287e-05
1155779,2282.885776,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3976538 Win=1959168 Len=0,9.099999988393392e-05
1155782,2282.8858649999997,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3979458 Win=1959168 Len=0,8.899999966160976e-05
1155784,2282.885902,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.700000024764449e-05
1155786,2282.885956,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3982378 Win=1959168 Len=0,5.400000009103678e-05
1155788,2282.8859989999996,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,4.299999955037492e-05
1155790,2282.886043,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3985298 Win=1959168 Len=0,4.400000034365803e-05
1155791,2282.88607,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,2.700000004551839e-05
1155793,2282.886126000001,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,5.6000000768108293e-05
1155794,2282.8861829999996,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,5.6999998832907295e-05
1155795,2282.886254,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,7.100000038917642e-05
1155797,2282.888389,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3988218 Win=1959168 Len=0,0.0021350000001802982
1155800,2282.888493,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3991138 Win=1959168 Len=0,0.00010399999973742524
1155803,2282.888573,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3994058 Win=1959168 Len=0,8.000000025276677e-05
1155806,2282.888646,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3996978 Win=1959168 Len=0,7.299999970200588e-05
1155809,2282.8887210000007,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=3999898 Win=1959168 Len=0,7.500000083382474e-05
1155812,2282.888791,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=4002818 Win=1959168 Len=0,6.999999914114596e-05
1155815,2282.888861,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=4005738 Win=1959168 Len=0,7.000000005064066e-05
1155818,2282.889901,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=4008658 Win=1959168 Len=0,0.0010400000001027365
1155821,2282.889999,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=4011578 Win=1959168 Len=0,9.799999997994746e-05
1155824,2282.890087,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=4014498 Win=1959168 Len=0,8.800000023256871e-05
1155827,2282.890168,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=4017418 Win=1959168 Len=0,8.099999968180782e-05
1155830,2282.894081,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=4020338 Win=1959168 Len=0,0.00391300000001138
1155833,2282.894189,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=4023258 Win=1959168 Len=0,0.00010800000018207356
1155836,2282.894284,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=4026178 Win=1959168 Len=0,9.49999998738349e-05
1155839,2282.894381,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=4029098 Win=1959168 Len=0,9.700000009615906e-05
1155842,2282.894478,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=4032018 Win=1959168 Len=0,9.700000009615906e-05
1155845,2282.894563,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=4034938 Win=1959168 Len=0,8.499999967170879e-05
1155848,2282.894664,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=4037858 Win=1959168 Len=0,0.00010100000008606003
1155851,2282.8947550000007,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=4040778 Win=1959168 Len=0,9.100000079342863e-05
1155854,2282.894848,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=4043698 Win=1959168 Len=0,9.299999919676338e-05
1155857,2282.894955,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=4046618 Win=1959168 Len=0,0.00010700000029828516
1155860,2282.895182,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=4049538 Win=1959168 Len=0,0.00022699999999531428
1155863,2282.8971300000007,192.168.0.2,104.25.202.21,TCP,54,4218  >  443 [ACK] Seq=1477 Ack=4052458 Win=1959168 Len=0,0.001948000000538741
