No.,Time,Source,Destination,Protocol,Length,Info,TBP
1177698,2320.436097,192.168.0.2,23.73.80.224,TCP,66,[TCP Dup ACK 1177684#7] 4260  >  443 [ACK] Seq=1154 Ack=85511 Win=148736 Len=0 SLE=129109 SRE=167823,0.0
1177700,2320.436124,192.168.0.2,23.73.80.224,TCP,66,[TCP Dup ACK 1177684#8] 4260  >  443 [ACK] Seq=1154 Ack=85511 Win=148736 Len=0 SLE=129109 SRE=169283,2.700000004551839e-05
1177702,2320.43617,192.168.0.2,23.73.80.224,TCP,66,[TCP Dup ACK 1177684#9] 4260  >  443 [ACK] Seq=1154 Ack=85511 Win=148736 Len=0 SLE=129109 SRE=170743,4.600000011123484e-05
1177704,2320.436201,192.168.0.2,23.73.80.224,TCP,66,[TCP Dup ACK 1177684#10] 4260  >  443 [ACK] Seq=1154 Ack=85511 Win=148736 Len=0 SLE=129109 SRE=172203,3.100000003541936e-05
1177706,2320.4362260000007,192.168.0.2,23.73.80.224,TCP,66,[TCP Dup ACK 1177684#11] 4260  >  443 [ACK] Seq=1154 Ack=85511 Win=148736 Len=0 SLE=129109 SRE=173663,2.5000000732688932e-05
1177708,2320.43627,192.168.0.2,23.73.80.224,TCP,66,[TCP Dup ACK 1177684#12] 4260  >  443 [ACK] Seq=1154 Ack=85511 Win=148736 Len=0 SLE=129109 SRE=175123,4.399999943416333e-05
1177710,2320.4362960000008,192.168.0.2,23.73.80.224,TCP,66,[TCP Dup ACK 1177684#13] 4260  >  443 [ACK] Seq=1154 Ack=85511 Win=148736 Len=0 SLE=129109 SRE=176583,2.6000000616477337e-05
1177712,2320.436321,192.168.0.2,23.73.80.224,TCP,66,[TCP Dup ACK 1177684#14] 4260  >  443 [ACK] Seq=1154 Ack=85511 Win=148736 Len=0 SLE=129109 SRE=178043,2.499999936844688e-05
1177714,2320.436346,192.168.0.2,23.73.80.224,TCP,66,[TCP Dup ACK 1177684#15] 4260  >  443 [ACK] Seq=1154 Ack=85511 Win=148736 Len=0 SLE=129109 SRE=179503,2.499999982319423e-05
1177716,2320.436567,192.168.0.2,23.73.80.224,TCP,66,[TCP Dup ACK 1177684#16] 4260  >  443 [ACK] Seq=1154 Ack=85511 Win=148736 Len=0 SLE=129109 SRE=180963,0.0002210000002378365
