No.,Time,Source,Destination,Protocol,Length,Info,TBP
782315,1794.9889030000006,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0xb) [Block ID: 16862854289217864528 Packet ID: -295227596] [RANGE_ERROR] Unknown Payload Type (0x2ddf) ,0.0
782317,1794.9890460000001,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0xb) [Block ID: 16862837697759200080 Packet ID: -295162060] [RANGE_ERROR] Unknown Payload Type (0x213b) ,0.00014299999952527287
782321,1794.992368,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0xb) [Block ID: 16862825195109401424 Packet ID: -295096524] [RANGE_ERROR] Unknown Payload Type (0x26ee) ,0.0033219999997982086
782322,1794.9925460000006,192.168.0.2,60.139.13.31,UDP,112,12236  >  35825 Len=70,0.00017800000068746158
782323,1794.9926050000001,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0xb) [Block ID: 16862824739842868048 Packet ID: -295030988] [RANGE_ERROR] Unknown Payload Type (0x5f8) ,5.8999999509978807e-05
782324,1794.9926510000007,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0xb) [Block ID: 16862824739842868048 Packet ID: -294965452] [RANGE_ERROR] Unknown Payload Type (0x2b8d) ,4.600000056598219e-05
782326,1795.0947370000001,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0xb) [Block ID: 16862816832808076112 Packet ID: -294899916] [RANGE_ERROR] Unknown Payload Type (0x3dc2) ,0.10208599999941725
782329,1795.1429920000005,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 3230699035983659856 Packet ID: 638179292] Unknown Payload Type (0x2ad7) ,0.04825500000038119
782330,1795.143054,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 3230699035983659856 Packet ID: 638244828] Unknown Payload Type (0xb9d) ,6.19999993887177e-05
782332,1795.14575,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270,0.0026960000000144646
782335,1795.187312,192.168.0.2,24.226.180.60,GVSP,62,Unknown Format (0xb) [Block ID: 7080789758288380597 Packet ID: -75676848] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x0) ,0.041562000000112675
782336,1795.1880640000006,192.168.0.2,24.226.180.60,GVSP,312,Unknown Format (0xb) [Block ID: 7080789758288380693 Packet ID: -75676848] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x249e) ,0.000752000000602493
782338,1795.1941329999993,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0xb) [Block ID: 16862828046967685968 Packet ID: -294834380] [RANGE_ERROR] Unknown Payload Type (0x119) ,0.006068999998660729
782340,1795.194673,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0xb) [Block ID: 16862829219493757776 Packet ID: -294768844] [RANGE_ERROR] Unknown Payload Type (0x30bf) ,0.0005400000006829941
782343,1795.282765,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270,0.08809199999996054
782344,1795.282832,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270,6.700000017190177e-05
782347,1795.368229,192.168.0.2,24.226.180.60,GVSP,62,Unknown Format (0xb) [Block ID: 7080813084255764742 Packet ID: -75611311] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x0) ,0.08539699999982986
782349,1795.372927,192.168.0.2,24.226.180.60,GVSP,345,Unknown Format (0xb) [Block ID: 7080813084255764898 Packet ID: -75611311] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x112) ,0.004697999999962121
782350,1795.373057,192.168.0.2,24.226.180.60,GVSP,62,Unknown Format (0xb) [Block ID: 7080831724413829440 Packet ID: -75545774] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x0) ,0.0001300000001265289
782352,1795.408705,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0xb) [Block ID: 16862918374424888144 Packet ID: -294703308] [RANGE_ERROR] Unknown Payload Type (0x22fd) ,0.03564800000003743
782353,1795.4087780000002,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0xb) [Block ID: 16862918374424888144 Packet ID: -294637772] [RANGE_ERROR] Unknown Payload Type (0xb99) ,7.300000015675323e-05
782354,1795.4088390000006,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0xb) [Block ID: 16862918374424888144 Packet ID: -294572236] [RANGE_ERROR] Unknown Payload Type (0x138c) ,6.1000000414423994e-05
782355,1795.40889,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0xb) [Block ID: 16862918374424888144 Packet ID: -294506700] [RANGE_ERROR] Unknown Payload Type (0x3981) ,5.099999930280319e-05
782356,1795.408928,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0xb) [Block ID: 16862918374424888144 Packet ID: -294441164] [RANGE_ERROR] Unknown Payload Type (0x2265) ,3.80000001314329e-05
782357,1795.408973,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0xb) [Block ID: 16862918374424888144 Packet ID: -294375628] [RANGE_ERROR] Unknown Payload Type (0x3cbe) ,4.500000000007276e-05
782358,1795.4090239999994,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0xb) [Block ID: 16862918374424888144 Packet ID: -294310092] [RANGE_ERROR] Unknown Payload Type (0x1cc7) ,5.099999930280319e-05
782359,1795.4090879999999,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0xb) [Block ID: 16862918374424888144 Packet ID: -294244556] [RANGE_ERROR] Unknown Payload Type (0x7bb) ,6.400000052053656e-05
782360,1795.409198,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0xb) [Block ID: 16862918374424888144 Packet ID: -294179020] [RANGE_ERROR] Unknown Payload Type (0x8ea) ,0.00011000000017702405
782361,1795.409255,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0xb) [Block ID: 16862918374424888144 Packet ID: -294113484] [RANGE_ERROR] Unknown Payload Type (0x164d) ,5.699999996977567e-05
782363,1795.4106170000002,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0xb) [Block ID: 16862925177653085008 Packet ID: -294047948] [RANGE_ERROR] Unknown Payload Type (0x812) ,0.0013620000001992594
782365,1795.41081,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0xb) [Block ID: 16862923811853484880 Packet ID: -293982412] [RANGE_ERROR] Unknown Payload Type (0x668) ,0.00019299999985378236
782367,1795.431248,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0xb) [Block ID: 16862858524055618384 Packet ID: -293916876] [RANGE_ERROR] Unknown Payload Type (0x1d02) ,0.020438000000012835
782368,1795.431307,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0xb) [Block ID: 16862858524055618384 Packet ID: -293851340] [RANGE_ERROR] Unknown Payload Type (0x28d) ,5.899999996472616e-05
782370,1795.433643,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0xb) [Block ID: 16862866525579690832 Packet ID: -293785804] [RANGE_ERROR] Unknown Payload Type (0x1249) ,0.0023360000000138825
782372,1795.4349,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0xb) [Block ID: 16862870416820061008 Packet ID: -293720268] [RANGE_ERROR] Unknown Payload Type (0x2ad3) ,0.0012569999998959247
