No.,Time,Source,Destination,Protocol,Length,Info,TBP
644808,1593.599941,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x7f) [Block ID: 63020 Packet ID: 3295605] Unknown Payload Type (0x139) ,0.0
644810,1593.602241,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x7f) [Block ID: 63020 Packet ID: 3297881] Unknown Payload Type (0x740) ,0.002300000000104774
644812,1593.602809,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x7f) [Block ID: 63020 Packet ID: 3298414] Unknown Payload Type (0x1f27) ,0.0005679999999301799
644813,1593.602941,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x7f) [Block ID: 63020 Packet ID: 3298622] Unknown Payload Type (0x1f27) ,0.0001320000001214794
644815,1593.604106,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x7f) [Block ID: 63020 Packet ID: 3299788] Unknown Payload Type (0x244b) ,0.0011649999999008287
644817,1593.605117,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x7f) [Block ID: 63020 Packet ID: 3300799] Unknown Payload Type (0x1f01) ,0.0010110000000622676
644819,1593.6054800000006,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x7f) [Block ID: 63020 Packet ID: 3301162] Unknown Payload Type (0x1d73) ,0.000363000000561442
644821,1593.606631,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x7f) [Block ID: 63020 Packet ID: 3302313] Unknown Payload Type (0x21c4) ,0.001150999999481428
644822,1593.606666,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x7f) [Block ID: 63020 Packet ID: 3302353] Unknown Payload Type (0x21c4) ,3.499999979794666e-05
644825,1593.607704,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x7f) [Block ID: 63020 Packet ID: 3303386] Unknown Payload Type (0x2505) ,0.001038000000107786
644826,1593.607743,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x7f) [Block ID: 63020 Packet ID: 3303429] Unknown Payload Type (0x24d2) ,3.90000000152213e-05
644828,1593.608902,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x7f) [Block ID: 63020 Packet ID: 3304575] Unknown Payload Type (0x16ec) ,0.0011589999999159772
644829,1593.608949,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x7f) [Block ID: 63020 Packet ID: 3304634] Unknown Payload Type (0x16ec) ,4.6999999995023245e-05
644830,1593.608976,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x7f) [Block ID: 63020 Packet ID: 3304663] Unknown Payload Type (0x16ec) ,2.700000004551839e-05
644832,1593.61029,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x7f) [Block ID: 63020 Packet ID: 3305964] Unknown Payload Type (0x1bdb) ,0.001314000000093074
644834,1593.6104779999994,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x7f) [Block ID: 63020 Packet ID: 3306160] Unknown Payload Type (0x1bbb) ,0.00018799999929797195
644836,1593.611669,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x7f) [Block ID: 63020 Packet ID: 3307351] Unknown Payload Type (0x1e2f) ,0.001191000000517306
644838,1593.614345,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x7f) [Block ID: 63020 Packet ID: 3310027] Unknown Payload Type (0x77f) ,0.0026760000000649597
644840,1593.61949,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x7f) [Block ID: 63020 Packet ID: 3315148] Unknown Payload Type (0x1a4b) ,0.00514500000008411
644843,1593.620359,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x7f) [Block ID: 63020 Packet ID: 3316037] Unknown Payload Type (0x190c) ,0.0008689999999660358
644844,1593.6204050000001,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x7f) [Block ID: 63020 Packet ID: 3316091] Unknown Payload Type (0x1911) ,4.600000011123484e-05
