No.,Time,Source,Destination,Protocol,Length,Info
442985,1101.243322,192.168.0.2,201.6.5.25,TCP,54,3827  >  80 [ACK] Seq=529 Ack=5841 Win=17408 Len=0
442988,1101.253748,192.168.0.2,201.6.5.25,TCP,54,3827  >  80 [ACK] Seq=529 Ack=8761 Win=17408 Len=0
442991,1101.2660460000002,192.168.0.2,201.6.5.25,TCP,54,3827  >  80 [ACK] Seq=529 Ack=11191 Win=17408 Len=0
442996,1101.3046160000001,192.168.0.2,201.6.5.25,TCP,66,3828  >  80 [SYN] Seq=0 Win=17520 Len=0 MSS=1460 WS=256 SACK_PERM=1
442998,1101.332132,192.168.0.2,201.6.5.25,TCP,54,3828  >  80 [ACK] Seq=1 Ack=1 Win=17408 Len=0
442999,1101.3333,192.168.0.2,201.6.5.25,HTTP,567,GET /sass-canais/canaisiGv01/fontes/ig-icons-new/igIcons.ttf?smxkde2 HTTP/1.1 
443003,1101.371981,192.168.0.2,201.6.5.25,TCP,54,3828  >  80 [ACK] Seq=514 Ack=2921 Win=17408 Len=0
443004,1101.3762609999999,192.168.0.2,192.82.211.130,TCP,66,3829  >  80 [SYN] Seq=0 Win=17520 Len=0 MSS=1460 WS=256 SACK_PERM=1
443007,1101.383932,192.168.0.2,192.82.211.130,TCP,54,3826  >  80 [ACK] Seq=1 Ack=1 Win=17408 Len=0
443008,1101.384197,192.168.0.2,192.82.211.130,TCP,1514,[TCP segment of a reassembled PDU]
443009,1101.3842,192.168.0.2,192.82.211.130,HTTP,1057,GET /loggerServices/widgetGlobalEvent?eT=3&tm=127639&pid=932&sid=967311&wId=102&wRV=01002054&rId=b0927a75408c308df7da382e17c9a923&idx=1&pvId=ea9285bc069b2c3cdf56cc5415c21c86&org=0&pad=6&pVis=0&eIdx=0&ab=1&wl=0 HTTP/1.1 
443013,1101.417394,192.168.0.2,201.6.5.25,TCP,54,3828  >  80 [ACK] Seq=514 Ack=3856 Win=16384 Len=0
443016,1101.455949,192.168.0.2,23.216.186.62,TCP,66,3830  >  80 [SYN] Seq=0 Win=17520 Len=0 MSS=1460 WS=256 SACK_PERM=1
443018,1101.484713,192.168.0.2,23.216.186.62,TCP,54,3830  >  80 [ACK] Seq=1 Ack=1 Win=17408 Len=0
443019,1101.48494,192.168.0.2,23.216.186.62,HTTP,532,GET /social/social-icons.ttf?-mz8gv HTTP/1.1 
443023,1101.524214,192.168.0.2,23.216.186.62,TCP,54,3830  >  80 [ACK] Seq=479 Ack=2477 Win=17408 Len=0
443025,1101.607348,192.168.0.2,192.82.211.130,TCP,54,3829  >  80 [ACK] Seq=1 Ack=1 Win=17408 Len=0
443029,1101.631729,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14643755] Unknown Payload Type (0x3d67) 
443031,1101.634747,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14646896] Unknown Payload Type (0x310) 
443032,1101.6348070000001,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14646968] Unknown Payload Type (0x310) 
443033,1101.634841,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14647006] Unknown Payload Type (0x310) 
443034,1101.634874,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14647039] Unknown Payload Type (0x310) 
443035,1101.6349050000001,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14647070] Unknown Payload Type (0x310) 
443036,1101.634935,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14647101] Unknown Payload Type (0x310) 
443037,1101.634965,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14647131] Unknown Payload Type (0x310) 
443038,1101.634994,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14647161] Unknown Payload Type (0x310) 
443039,1101.635024,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14647191] Unknown Payload Type (0x310) 
443040,1101.6350539999999,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14647220] Unknown Payload Type (0x310) 
443041,1101.635083,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14647250] Unknown Payload Type (0x310) 
443042,1101.6351140000002,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14647279] Unknown Payload Type (0x310) 
443043,1101.635145,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14647311] Unknown Payload Type (0x310) 
443044,1101.635175,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14647341] Unknown Payload Type (0x310) 
443045,1101.635204,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14647371] Unknown Payload Type (0x310) 
443046,1101.635233,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14647400] Unknown Payload Type (0x310) 
443047,1101.6352630000001,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14647429] Unknown Payload Type (0x310) 
443048,1101.635291,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14647458] Unknown Payload Type (0x310) 
443049,1101.635319,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14647486] Unknown Payload Type (0x310) 
443050,1101.6353490000001,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14647515] Unknown Payload Type (0x310) 
443051,1101.635377,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14647544] Unknown Payload Type (0x310) 
443052,1101.635408,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14647573] Unknown Payload Type (0x310) 
443053,1101.6354390000001,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14647605] Unknown Payload Type (0x310) 
443054,1101.635469,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14647634] Unknown Payload Type (0x310) 
443055,1101.635498,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14647664] Unknown Payload Type (0x310) 
443057,1101.636088,192.168.0.2,192.82.211.130,TCP,54,3826  >  80 [ACK] Seq=2464 Ack=264 Win=17152 Len=0
443058,1101.636814,192.168.0.2,192.82.211.130,TCP,54,"3826  >  80 [FIN, ACK] Seq=2464 Ack=264 Win=17152 Len=0"
443060,1101.6405029999999,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14652649] Unknown Payload Type (0x2d2b) 
443061,1101.640566,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14652727] Unknown Payload Type (0x2d2b) 
443062,1101.640602,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14652766] Unknown Payload Type (0x2d2b) 
443063,1101.6406359999999,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14652801] Unknown Payload Type (0x2d2b) 
443064,1101.640666,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14652831] Unknown Payload Type (0x2d2b) 
443065,1101.6406960000002,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14652862] Unknown Payload Type (0x2d2b) 
443066,1101.640725,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14652891] Unknown Payload Type (0x2d2b) 
443067,1101.640754,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14652921] Unknown Payload Type (0x2d2b) 
443068,1101.792584,192.168.0.2,95.152.63.94,UDP,159,12236  >  2909 Len=117
443069,1101.792698,192.168.0.2,109.110.80.118,UDP,159,12236  >  39563 Len=117
443070,1101.792811,192.168.0.2,59.9.161.202,UDP,159,12236  >  56228 Len=117
443071,1101.792907,192.168.0.2,37.215.74.141,UDP,159,12236  >  23890 Len=117
443072,1101.793049,192.168.0.2,187.67.37.20,UDP,145,12236  >  46758 Len=103
443076,1101.936254,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14948406] Unknown Payload Type (0x2743) 
443077,1101.9363050000002,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14948471] Unknown Payload Type (0x2743) 
443078,1101.93633,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14948497] Unknown Payload Type (0x2743) 
443079,1101.936365,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14948532] Unknown Payload Type (0x2743) 
443080,1101.93639,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14948557] Unknown Payload Type (0x2743) 
443083,1101.954964,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14967117] Unknown Payload Type (0x1d76) 
443085,1101.964552,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14976700] Unknown Payload Type (0x2eeb) 
443087,1101.967456,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14979608] Unknown Payload Type (0x37ba) 
443089,1101.978204,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14990356] Unknown Payload Type (0x2511) 
443092,1101.979961,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14992088] Unknown Payload Type (0x2991) 
443093,1101.980084,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14992240] Unknown Payload Type (0x2950) 
443095,1101.982235,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14994174] Unknown Payload Type (0x2caa) 
443097,1101.983303,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14995460] Unknown Payload Type (0x2c7a) 
443098,1101.983347,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14995513] Unknown Payload Type (0x2c7a) 
443100,1101.984841,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14996993] Unknown Payload Type (0x30ac) 
443102,1101.98587,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 14998008] Unknown Payload Type (0x32c6) 
443104,1101.999164,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15011312] Unknown Payload Type (0x105f) 
443106,1102.0000189999998,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15012177] Unknown Payload Type (0x12b0) 
443108,1102.000297,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15012456] Unknown Payload Type (0x3db9) 
443110,1102.014721,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15026852] Unknown Payload Type (0x387c) 
443112,1102.0160019999998,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15028159] Unknown Payload Type (0x3cd3) 
443114,1102.016284,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15028443] Unknown Payload Type (0x3d38) 
443116,1102.017575,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15029732] Unknown Payload Type (0x13e) 
443118,1102.0184390000002,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15030598] Unknown Payload Type (0x395) 
443120,1102.019177,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15031336] Unknown Payload Type (0x3af) 
443121,1102.01922,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15031385] Unknown Payload Type (0x3af) 
443123,1102.020169,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15032328] Unknown Payload Type (0x6a5) 
443125,1102.021812,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15033968] Unknown Payload Type (0xbd9) 
443127,1102.022645,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15034803] Unknown Payload Type (0xe8e) 
443135,1102.053749,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15065882] Unknown Payload Type (0x690) 
443136,1102.053864,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15066019] Unknown Payload Type (0x5b5) 
443137,1102.053919,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15066080] Unknown Payload Type (0x3ea) 
443138,1102.053965,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15066126] Unknown Payload Type (0x3ea) 
443139,1102.054015,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15066177] Unknown Payload Type (0x3e35) 
443140,1102.054055,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15066218] Unknown Payload Type (0x3e35) 
443141,1102.054102,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15066261] Unknown Payload Type (0x3e35) 
443142,1102.05415,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15066311] Unknown Payload Type (0x3e35) 
443143,1102.054211,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15066372] Unknown Payload Type (0x3df6) 
443144,1102.054265,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15066426] Unknown Payload Type (0x3d84) 
443159,1102.28835,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15300490] Unknown Payload Type (0x11d9) 
443161,1102.299053,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15310987] Unknown Payload Type (0x19f3) 
443162,1102.299878,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15311948] Unknown Payload Type (0x19f3) 
443163,1102.300135,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15312227] Unknown Payload Type (0x19f3) 
443164,1102.3003,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15312447] Unknown Payload Type (0x19f3) 
443165,1102.300365,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15312522] Unknown Payload Type (0x19f3) 
443168,1102.304024,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15316139] Unknown Payload Type (0x74a) 
443169,1102.3041130000001,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15316272] Unknown Payload Type (0x74a) 
443170,1102.304154,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15316318] Unknown Payload Type (0x74a) 
443171,1102.304202,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15316362] Unknown Payload Type (0x74a) 
443172,1102.3042560000001,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15316411] Unknown Payload Type (0x74a) 
443173,1102.304326,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15316484] Unknown Payload Type (0x85f) 
443176,1102.3066800000001,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15318817] Unknown Payload Type (0x1043) 
443177,1102.3067720000001,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15318928] Unknown Payload Type (0xf8a) 
443179,1102.3068269999999,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15318989] Unknown Payload Type (0xdf7) 
443180,1102.3068640000001,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15319028] Unknown Payload Type (0xdf7) 
443181,1102.3068970000002,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15319061] Unknown Payload Type (0xdf7) 
443183,1102.310037,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15322199] Unknown Payload Type (0x3bb6) 
443185,1102.310857,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15323021] Unknown Payload Type (0x3cfc) 
443187,1102.311731,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15323885] Unknown Payload Type (0x3eb4) 
443189,1102.312821,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15324979] Unknown Payload Type (0x3290) 
443191,1102.316568,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15328709] Unknown Payload Type (0x1396) 
443193,1102.316912,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15329068] Unknown Payload Type (0x140d) 
443195,1102.319834,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15331993] Unknown Payload Type (0x178e) 
443197,1102.3206619999999,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15332824] Unknown Payload Type (0x18d8) 
443199,1102.3214890000002,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15333643] Unknown Payload Type (0x1370) 
443201,1102.328079,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15340236] Unknown Payload Type (0x190c) 
443203,1102.329066,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15341217] Unknown Payload Type (0x1b81) 
443206,1102.330233,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15342383] Unknown Payload Type (0x1df6) 
443208,1102.331091,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15343241] Unknown Payload Type (0x1ded) 
443210,1102.359866,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15372012] Unknown Payload Type (0x60) 
443212,1102.372346,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15384482] Unknown Payload Type (0x33d0) 
443213,1102.372446,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15384598] Unknown Payload Type (0x33d0) 
443215,1102.373548,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15385699] Unknown Payload Type (0x37dd) 
443217,1102.374443,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15386603] Unknown Payload Type (0x3a12) 
443219,1102.374757,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15386918] Unknown Payload Type (0x3a20) 
443221,1102.3772789999998,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15389440] Unknown Payload Type (0x36fc) 
443223,1102.378356,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15390517] Unknown Payload Type (0x3a07) 
443225,1102.379569,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15391730] Unknown Payload Type (0x3e68) 
443226,1102.379629,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15391791] Unknown Payload Type (0x3e68) 
443229,1102.393101,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15405253] Unknown Payload Type (0x2f12) 
443230,1102.4043589999999,192.168.0.2,34.230.148.42,WebSocket,336,WebSocket Text [FIN] [MASKED]
443233,1102.638363,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15650515] Unknown Payload Type (0xc1a) 
443234,1102.6384369999998,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15650603] Unknown Payload Type (0xc1a) 
443236,1102.641714,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15653865] Unknown Payload Type (0x208) 
443238,1102.6431619999998,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15655314] Unknown Payload Type (0x3922) 
443240,1102.644232,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15656394] Unknown Payload Type (0x3c83) 
443242,1102.644485,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15656646] Unknown Payload Type (0x3c8f) 
443244,1102.6455310000001,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15657693] Unknown Payload Type (0x3e56) 
443246,1102.648975,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15661126] Unknown Payload Type (0x2826) 
443248,1102.650369,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15662531] Unknown Payload Type (0x2cfd) 
443250,1102.65118,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15663341] Unknown Payload Type (0x2904) 
443252,1102.652113,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15664260] Unknown Payload Type (0x2c44) 
443254,1102.652976,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15665138] Unknown Payload Type (0x2e49) 
443256,1102.6635609999998,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15675710] Unknown Payload Type (0x3d3b) 
443261,1102.667411,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x61) [Block ID: 63020 Packet ID: 15679543] Unknown Payload Type (0x983) 
