No.,Time,Source,Destination,Protocol,Length,Info
1297368,3945.046952,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1297370,3945.0485740000004,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1297371,3945.048627,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1297374,3945.061073,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1297375,3945.0611329999997,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1297378,3945.0637659999998,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1297379,3945.063846,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1297380,3945.063875,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1297382,3945.064785,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1297383,3945.0648560000004,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1297388,3945.06671,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1297389,3945.0667670000003,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1297390,3945.06679,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1297391,3945.066827,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1297392,3945.0668530000003,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1297395,3945.07049,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1297396,3945.070563,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1297398,3945.3283030000002,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 6213731] Unknown Payload Type (0xe82) 
1297400,3945.337543,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 6222973] Unknown Payload Type (0x10b5) 
1297401,3945.3697829999996,192.168.0.2,17.248.137.203,TLSv1,1259,Application Data
1297402,3945.3698759999997,192.168.0.2,17.248.137.203,TLSv1,427,Application Data
1297404,3945.3868520000005,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 6272273] Unknown Payload Type (0xc0f) 
1297412,3945.38691,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 6272356] Unknown Payload Type (0xc0f) 
1297413,3945.3869549999995,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 6272399] Unknown Payload Type (0xb65) 
1297414,3945.3870020000004,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 6272447] Unknown Payload Type (0xaa1) 
1297415,3945.387043,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 6272487] Unknown Payload Type (0x850) 
1297416,3945.387078,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 6272522] Unknown Payload Type (0x850) 
1297417,3945.387117,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 6272562] Unknown Payload Type (0x645) 
1297418,3945.387146,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 6272594] Unknown Payload Type (0x645) 
1297419,3945.3871719999997,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 6272621] Unknown Payload Type (0x38b) 
1297420,3945.387207,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 6272655] Unknown Payload Type (0x38b) 
1297421,3945.3872380000003,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 6272685] Unknown Payload Type (0x2829) 
1297422,3945.387273,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 6272721] Unknown Payload Type (0x2709) 
1297423,3945.387307,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 6272755] Unknown Payload Type (0x2709) 
1297425,3945.4620579999996,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 6347490] Unknown Payload Type (0x2420) 
1297427,3945.467849,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 6353281] Unknown Payload Type (0x2b33) 
1297428,3945.4679020000003,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 6353348] Unknown Payload Type (0x2b33) 
1297429,3945.4679409999994,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 6353388] Unknown Payload Type (0x2b33) 
1297433,3945.6655200000005,192.168.0.2,17.248.137.203,TCP,54,[TCP Dup ACK 1295595#1] 4571  >  443 [ACK] Seq=33422 Ack=38381 Win=17408 Len=0
1297435,3945.6704259999997,192.168.0.2,17.248.137.203,TCP,54,4571  >  443 [ACK] Seq=33422 Ack=39986 Win=17408 Len=0
1297437,3945.783301,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 6668603] Unknown Payload Type (0x34ac) 
1297438,3945.7833549999996,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 6668801] Unknown Payload Type (0x34ac) 
1297441,3946.0729979999996,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Leave group 224.0.0.252
1297443,3946.0760990000003,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
1297445,3946.076734,192.168.0.2,224.0.0.252,LLMNR,75,Standard query 0x8d3a ANY DESKTOP-BNL0PME
1297448,3946.2738670000003,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7159299] Unknown Payload Type (0x28b4) 
1297449,3946.273918,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7159365] Unknown Payload Type (0x28b4) 
1297450,3946.2739420000003,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7159390] Unknown Payload Type (0x28b4) 
1297451,3946.273979,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7159427] Unknown Payload Type (0x28b4) 
1297452,3946.274003,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7159451] Unknown Payload Type (0x28b4) 
1297453,3946.2740259999996,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7159474] Unknown Payload Type (0x28b4) 
1297454,3946.274049,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7159498] Unknown Payload Type (0x28b4) 
1297455,3946.2740729999996,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7159521] Unknown Payload Type (0x28b4) 
1297456,3946.274096,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7159544] Unknown Payload Type (0x28b4) 
1297457,3946.274118,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7159567] Unknown Payload Type (0x28b4) 
1297458,3946.2741409999994,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7159589] Unknown Payload Type (0x28b4) 
1297459,3946.274163,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7159612] Unknown Payload Type (0x28b4) 
1297460,3946.274186,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7159635] Unknown Payload Type (0x28b4) 
1297461,3946.274209,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7159657] Unknown Payload Type (0x28b4) 
1297462,3946.2742399999997,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7159689] Unknown Payload Type (0x28b4) 
1297463,3946.2742729999995,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7159721] Unknown Payload Type (0x28b4) 
1297464,3946.274305,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7159753] Unknown Payload Type (0x2337) 
1297465,3946.274337,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7159786] Unknown Payload Type (0x2337) 
1297466,3946.33786,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1297468,3946.400418,192.168.0.2,213.136.79.238,UDP,361,12236  >  33472 Len=319
1297470,3946.47149,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7356918] Unknown Payload Type (0x83b) 
1297471,3946.47155,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7356995] Unknown Payload Type (0x83b) 
1297473,3946.485589,192.168.0.2,224.0.0.252,LLMNR,75,Standard query 0x8d3a ANY DESKTOP-BNL0PME
1297474,3946.5374009999996,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
1297477,3946.713105,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7598537] Unknown Payload Type (0x2814) 
1297478,3946.713157,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7598602] Unknown Payload Type (0x2814) 
1297479,3946.7131799999997,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7598628] Unknown Payload Type (0x2814) 
1297480,3946.7132159999996,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7598663] Unknown Payload Type (0x2814) 
1297481,3946.713239,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7598688] Unknown Payload Type (0x2814) 
1297482,3946.713263,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7598711] Unknown Payload Type (0x2814) 
1297483,3946.713286,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7598734] Unknown Payload Type (0x2814) 
1297484,3946.713309,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7598758] Unknown Payload Type (0x2814) 
1297486,3946.800397,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7685819] Unknown Payload Type (0x3fe1) 
1297487,3946.800598,192.168.0.2,24.226.180.60,TCP,66,4605  >  37050 [SYN] Seq=0 Win=17520 Len=0 MSS=1460 WS=256 SACK_PERM=1
1297490,3946.8451090000003,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1297491,3946.8451130000003,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7730556] Unknown Payload Type (0x2935) 
1297493,3946.8458060000003,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7731239] Unknown Payload Type (0x22d6) 
1297494,3946.845876,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7731321] Unknown Payload Type (0x22d6) 
1297495,3946.8459020000005,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7731349] Unknown Payload Type (0x22d6) 
1297496,3946.845928,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7731375] Unknown Payload Type (0x22d6) 
1297497,3946.845953,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7731401] Unknown Payload Type (0x22d6) 
1297498,3946.8459759999996,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7731425] Unknown Payload Type (0x22d6) 
1297499,3946.845999,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7731447] Unknown Payload Type (0x22d6) 
1297501,3946.84874,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7734170] Unknown Payload Type (0x284c) 
1297504,3946.8631590000005,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7748588] Unknown Payload Type (0x8a0) 
1297505,3946.8632270000003,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7748673] Unknown Payload Type (0x652) 
1297506,3946.863252,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 7748699] Unknown Payload Type (0x652) 
1297508,3947.2687119999996,192.168.0.2,54.232.243.111,TCP,54,4452  >  443 [ACK] Seq=10294 Ack=9099 Win=16384 Len=0
1297516,3947.315857,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8201290] Unknown Payload Type (0x31a2) 
1297517,3947.3159119999996,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8201358] Unknown Payload Type (0x2dcc) 
1297518,3947.31594,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8201388] Unknown Payload Type (0x2c87) 
1297519,3947.31598,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8201428] Unknown Payload Type (0x23f1) 
1297520,3947.3160090000006,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8201457] Unknown Payload Type (0x1594) 
1297521,3947.3160340000004,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8201481] Unknown Payload Type (0x1594) 
1297524,3947.316061,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8201509] Unknown Payload Type (0x33f1) 
1297525,3947.316101,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8201544] Unknown Payload Type (0x262) 
1297526,3947.316186,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1297527,3947.3162270000003,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1297528,3947.316257,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1297532,3947.318999,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8204432] Unknown Payload Type (0x568) 
1297533,3947.319045,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8204491] Unknown Payload Type (0x568) 
1297534,3947.3190689999997,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8204517] Unknown Payload Type (0x568) 
1297535,3947.3191090000005,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8204557] Unknown Payload Type (0x13c) 
1297536,3947.3191340000003,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8204582] Unknown Payload Type (0x13c) 
1297537,3947.319156,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8204605] Unknown Payload Type (0x13c) 
1297538,3947.319179,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8204628] Unknown Payload Type (0x13c) 
1297539,3947.319211,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8204650] Unknown Payload Type (0x13c) 
1297540,3947.319232,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8204681] Unknown Payload Type (0x13c) 
1297541,3947.3192649999996,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8204713] Unknown Payload Type (0x13c) 
1297542,3947.319287,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8204735] Unknown Payload Type (0x13c) 
1297543,3947.319325,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8204774] Unknown Payload Type (0x3e57) 
1297544,3947.3193590000005,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8204808] Unknown Payload Type (0x3e57) 
1297546,3947.6422869999997,192.168.0.2,106.71.19.184,GVSP,62,Unknown Format (0xb) [Block ID: 37073 Packet ID: 8527717] Unknown Payload Type (0x0) 
1297548,3947.7028020000002,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8588227] Unknown Payload Type (0x2818) 
1297550,3947.702881,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8588326] Unknown Payload Type (0x1e85) 
1297552,3947.707414,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8592846] Unknown Payload Type (0xf00) 
1297554,3947.7197840000003,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8605212] Unknown Payload Type (0x3ccc) 
1297556,3947.759235,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8644649] Unknown Payload Type (0x16a1) 
1297558,3947.763221,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8648644] Unknown Payload Type (0x20bb) 
1297561,3947.7634009999997,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8648844] Unknown Payload Type (0x1c3c) 
1297562,3947.7634359999997,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8648882] Unknown Payload Type (0x1c3c) 
1297563,3947.7634759999996,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8648918] Unknown Payload Type (0x1c3c) 
1297564,3947.7635189999996,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8648961] Unknown Payload Type (0x1c3c) 
1297565,3947.7635549999995,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8648999] Unknown Payload Type (0x1c3c) 
1297566,3947.7635969999997,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8649039] Unknown Payload Type (0x1c3c) 
1297567,3947.7636369999996,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8649079] Unknown Payload Type (0x1c3c) 
1297568,3947.7636869999997,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8649132] Unknown Payload Type (0x137e) 
1297570,3947.7660490000003,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8651477] Unknown Payload Type (0xb99) 
1297572,3947.769996,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8655416] Unknown Payload Type (0x158c) 
1297575,3947.7700990000003,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8655541] Unknown Payload Type (0x121b) 
1297576,3947.7701409999995,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8655585] Unknown Payload Type (0xe83) 
1297578,3947.7719509999997,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8657380] Unknown Payload Type (0xe71) 
1297582,3947.7864329999998,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8671852] MUTLIZONEIAMGE 
1297583,3947.7865090000005,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8671953] Unknown Payload Type (0x3c23) 
1297584,3947.786556,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8672000] Unknown Payload Type (0x386c) 
1297586,3947.819032,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1297588,3947.826089,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1297590,3947.836428,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1297592,3948.037267,192.168.0.2,106.71.19.184,GVSP,62,Unknown Format (0xb) [Block ID: 37073 Packet ID: 8922696] Unknown Payload Type (0x56a) 
1297593,3948.041927,192.168.0.2,106.71.19.184,GVSP,1480,Unknown Format (0xb) [Block ID: 37073 Packet ID: 8927345] Unknown Payload Type (0x56a) 
1297595,3948.107744,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8993176] Unknown Payload Type (0x56c) 
1297596,3948.1077969999997,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8993243] Unknown Payload Type (0x56c) 
1297598,3948.108517,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8993949] Unknown Payload Type (0x1fc) 
1297599,3948.108586,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 8994031] Unknown Payload Type (0x1fc) 
1297601,3948.175444,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 9060870] Unknown Payload Type (0x182c) 
1297608,3948.1755689999995,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 9061013] Unknown Payload Type (0xc8b) 
1297609,3948.1756119999995,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 9061054] Unknown Payload Type (0xc8b) 
1297610,3948.1756549999996,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 9061099] Unknown Payload Type (0x37b8) 
1297611,3948.175693,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 9061135] Unknown Payload Type (0x37b8) 
1297612,3948.1757299999995,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 9061172] Unknown Payload Type (0x37b8) 
1297613,3948.1757759999996,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 9061220] Unknown Payload Type (0x37db) 
1297614,3948.175804,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 9061251] Unknown Payload Type (0x37db) 
1297615,3948.175828,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 9061275] Unknown Payload Type (0x37db) 
1297616,3948.1758640000003,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 9061307] Unknown Payload Type (0x37db) 
1297617,3948.175896,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 9061343] Unknown Payload Type (0x37db) 
1297618,3948.175921,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 9061368] Unknown Payload Type (0x37db) 
1297619,3948.175971,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0xb) [Block ID: 17851 Packet ID: 9061413] Unknown Payload Type (0x37db) 
