No.,Time,Source,Destination,Protocol,Length,Info,TBP
268379,760.754279,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4d) [Block ID: 63020 Packet ID: 9310763] Unknown Payload Type (0x1ee0) ,0.0
268380,760.754329,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4d) [Block ID: 63020 Packet ID: 9310813] Unknown Payload Type (0x1ee0) ,4.999999998744897e-05
268381,760.754367,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4d) [Block ID: 63020 Packet ID: 9310852] Unknown Payload Type (0x1ee0) ,3.800000001774606e-05
268382,760.75442,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4d) [Block ID: 63020 Packet ID: 9310904] Unknown Payload Type (0x1ee0) ,5.29999999798747e-05
268383,760.754471,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4d) [Block ID: 63020 Packet ID: 9310956] Unknown Payload Type (0x1ee0) ,5.0999999984924216e-05
268384,760.754509,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4d) [Block ID: 63020 Packet ID: 9310994] Unknown Payload Type (0x1ee0) ,3.800000001774606e-05
268385,760.754562,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4d) [Block ID: 63020 Packet ID: 9311046] Unknown Payload Type (0x1ee0) ,5.29999999798747e-05
268386,760.7546120000003,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4d) [Block ID: 63020 Packet ID: 9311097] Unknown Payload Type (0x1ee0) ,5.0000000328509486e-05
268387,760.754651,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4d) [Block ID: 63020 Packet ID: 9311136] Unknown Payload Type (0x1ee0) ,3.899999967416079e-05
268388,760.7547059999997,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4d) [Block ID: 63020 Packet ID: 9311189] Unknown Payload Type (0x1ee0) ,5.499999974745151e-05
268389,760.7547559999997,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4d) [Block ID: 63020 Packet ID: 9311240] Unknown Payload Type (0x1ee0) ,4.999999998744897e-05
268390,760.7547950000003,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4d) [Block ID: 63020 Packet ID: 9311279] Unknown Payload Type (0x1ee0) ,3.900000058365549e-05
268391,760.754848,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4d) [Block ID: 63020 Packet ID: 9311332] Unknown Payload Type (0x1ee0) ,5.2999999752501026e-05
268393,760.755186,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4d) [Block ID: 63020 Packet ID: 9311663] Unknown Payload Type (0x20dd) ,0.0003379999999424399
268394,760.755229,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4d) [Block ID: 63020 Packet ID: 9311715] Unknown Payload Type (0x20dd) ,4.3000000005122274e-05
268395,760.755257,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4d) [Block ID: 63020 Packet ID: 9311744] Unknown Payload Type (0x20dd) ,2.8000000042993634e-05
268396,760.7552969999997,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4d) [Block ID: 63020 Packet ID: 9311780] Unknown Payload Type (0x20dd) ,3.999999967163603e-05
268397,760.755336,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4d) [Block ID: 63020 Packet ID: 9311820] Unknown Payload Type (0x20dd) ,3.9000000356281816e-05
268398,760.7553740000003,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4d) [Block ID: 63020 Packet ID: 9311858] Unknown Payload Type (0x20dd) ,3.8000000245119736e-05
268399,760.7554150000003,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4d) [Block ID: 63020 Packet ID: 9311897] Unknown Payload Type (0x20dd) ,4.100000001017179e-05
268400,760.755457,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4d) [Block ID: 63020 Packet ID: 9311939] Unknown Payload Type (0x20dd) ,4.199999966658652e-05
268403,760.75769,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4d) [Block ID: 63020 Packet ID: 9314149] Unknown Payload Type (0x3eb8) ,0.002233000000046559
268404,760.757786,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4d) [Block ID: 63020 Packet ID: 9314267] Unknown Payload Type (0x3dd6) ,9.599999998499698e-05
268406,760.762343,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4d) [Block ID: 63020 Packet ID: 9318814] Unknown Payload Type (0x5ad) ,0.004556999999977052
268407,760.76242,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4d) [Block ID: 63020 Packet ID: 9318896] Unknown Payload Type (0x5ad) ,7.700000003296736e-05
268408,760.7624450000003,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4d) [Block ID: 63020 Packet ID: 9318933] Unknown Payload Type (0x5ad) ,2.500000027794158e-05
268410,760.768924,192.168.0.2,224.0.0.252,LLMNR,75,Standard query 0x8842 ANY DESKTOP-BNL0PME,0.006478999999671942
