No.,Time,Source,Destination,Protocol,Length,Info,TBP
106679,397.136952,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14792175] Unknown Payload Type (0x12a5) ,0.0
106681,397.149098,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14804322] Unknown Payload Type (0x3bcf) ,0.0121459999999729
106683,397.14939300000003,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14804627] Unknown Payload Type (0x3bc0) ,0.00029500000005100446
106685,397.15110699999997,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14806330] Unknown Payload Type (0x145) ,0.0017139999999358224
106687,397.15211400000004,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14807339] Unknown Payload Type (0x47a) ,0.0010070000000723667
106689,397.15306,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14808286] Unknown Payload Type (0x70b) ,0.0009459999999421598
106691,397.16411600000004,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14819332] Unknown Payload Type (0x3745) ,0.011056000000053245
106693,397.164921,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14820144] Unknown Payload Type (0x3942) ,0.00080499999995709
106695,397.166571,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14821795] Unknown Payload Type (0x3f59) ,0.00164999999998372
106697,397.166765,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14821992] Unknown Payload Type (0x3f24) ,0.00019400000002178786
106699,397.16807400000016,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14823298] Unknown Payload Type (0x2c6) ,0.0013090000001625413
106701,397.169073,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14824299] Unknown Payload Type (0x54b) ,0.000998999999865191
106703,397.172518,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14827742] Unknown Payload Type (0x76e) ,0.003444999999999254
106705,397.17380499999996,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14829029] Unknown Payload Type (0x5fc) ,0.0012869999999338688
106707,397.179038,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14834262] Unknown Payload Type (0x2c2) ,0.005233000000032462
106709,397.181029,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14836253] Unknown Payload Type (0x8a1) ,0.0019910000000322725
106711,397.182082,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14837306] Unknown Payload Type (0xbfa) ,0.0010529999999562278
106713,397.183132,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14838357] Unknown Payload Type (0xf10) ,0.0010500000000206455
106715,397.183443,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14838676] Unknown Payload Type (0xf62) ,0.00031100000001060835
106717,397.184223,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14839447] Unknown Payload Type (0x51f) ,0.0007799999999633656
106719,397.185469,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14840693] Unknown Payload Type (0x8f2) ,0.0012460000000373839
106721,397.185703,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14840937] Unknown Payload Type (0x97c) ,0.00023399999997764098
106723,397.18717999999996,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14842403] Unknown Payload Type (0xdd2) ,0.0014769999999657557
106725,397.187478,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14842711] Unknown Payload Type (0x3f57) ,0.0002980000000434302
106727,397.275092,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14930315] Unknown Payload Type (0x1fb) ,0.08761399999997366
106729,397.286739,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14941960] Unknown Payload Type (0xe56) ,0.011647000000039043
106731,397.286832,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14942066] Unknown Payload Type (0xd9b) ,9.299999999257125e-05
106733,397.290863,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14946087] Unknown Payload Type (0x1a76) ,0.004030999999997675
106735,397.292734,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14947958] Unknown Payload Type (0x1f81) ,0.0018709999999941829
106737,397.29290499999996,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14948139] Unknown Payload Type (0x1f37) ,0.00017099999996617044
106739,397.296015,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14951228] Unknown Payload Type (0x1fc1) ,0.00311000000004924
106741,397.30181899999997,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14957043] Unknown Payload Type (0x14be) ,0.005803999999955067
106742,397.30189,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14957127] Unknown Payload Type (0x14be) ,7.100000004811591e-05
106744,397.305878,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14961101] Unknown Payload Type (0xe59) ,0.003987999999992553
106745,397.305931,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14961169] Unknown Payload Type (0xe59) ,5.29999999798747e-05
106748,397.31147200000004,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14966696] Unknown Payload Type (0xe6f) ,0.005541000000050644
106750,397.313342,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14968564] Unknown Payload Type (0x14bf) ,0.0018699999999398642
106752,397.31440699999996,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14969631] Unknown Payload Type (0x54e) ,0.0010649999999827742
106753,397.314456,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14969693] Unknown Payload Type (0x54e) ,4.900000004681715e-05
106755,397.315581,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14970805] Unknown Payload Type (0x831) ,0.001125000000001819
106757,397.315952,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14971181] Unknown Payload Type (0x792) ,0.00037099999997280975
106760,397.321479,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14976703] Unknown Payload Type (0xcfd) ,0.0055270000000291475
106761,397.321554,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14976791] Unknown Payload Type (0x9e9) ,7.499999998117346e-05
106762,397.32158300000003,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14976821] Unknown Payload Type (0x9e9) ,2.9000000040468876e-05
106764,397.32315800000003,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14978382] Unknown Payload Type (0xc37) ,0.0015750000000025466
106766,397.32417200000003,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14979396] Unknown Payload Type (0x2bb) ,0.00101399999999785
106768,397.324411,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14979642] Unknown Payload Type (0x304) ,0.0002389999999650172
106771,397.326037,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14981261] Unknown Payload Type (0x7f2) ,0.0016259999999874708
106772,397.326091,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14981329] Unknown Payload Type (0x7ab) ,5.400000003419336e-05
106774,397.342437,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14997660] Unknown Payload Type (0x2646) ,0.01634599999999864
106776,397.34364300000004,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14998868] Unknown Payload Type (0x2966) ,0.0012060000000246873
106778,397.344621,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 14999845] Unknown Payload Type (0x2ca7) ,0.0009779999999750544
106780,397.346078,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x37) [Block ID: 63020 Packet ID: 15001301] Unknown Payload Type (0x317c) ,0.0014569999999594074
