No.,Time,Source,Destination,Protocol,Length,Info,TBP
1265205,3455.899784,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x6e) [Block ID: 3230640542824055632 Packet ID: -708672803] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x10e2) ,0.0
1265209,3455.9025149999998,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x6e) [Block ID: 3230614167429890896 Packet ID: -708607267] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x3dd4) ,0.0027309999995850376
1265210,3455.902569,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x6e) [Block ID: 3230614167429890896 Packet ID: -708541731] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x3f24) ,5.400000009103678e-05
1265211,3455.902593,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x6e) [Block ID: 3230614167429890896 Packet ID: -708476195] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x1fa2) ,2.3999999939405825e-05
1265212,3455.902628000001,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x6e) [Block ID: 3230614167429890896 Packet ID: -708410659] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x32c5) ,3.5000001389562385e-05
1265213,3456.02507,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270,0.122441999998955
1265216,3456.074417000001,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Leave group 224.0.0.252,0.04934700000103476
1265218,3456.077761,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources,0.0033439999988331692
1265220,3456.0784270000013,192.168.0.2,224.0.0.252,LLMNR,75,Standard query 0xcc9d ANY DESKTOP-BNL0PME,0.0006660000012743694
1265224,3456.378521,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x6e) [Block ID: 3230660523011916624 Packet ID: -708345123] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x372f) ,0.3000939999988077
1265225,3456.3785829999997,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x6e) [Block ID: 3230657795707683664 Packet ID: -708279587] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x1954) ,6.199999961609137e-05
1265226,3456.3786119999995,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x6e) [Block ID: 3230644970935337808 Packet ID: -708214051] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x2d48) ,2.89999998130952e-05
1265227,3456.378649,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x6e) [Block ID: 3230644970935337808 Packet ID: -708148515] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x1b35) ,3.7000000702391844e-05
1265229,3456.4450909999996,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x6e) [Block ID: 3230699010213856080 Packet ID: -708082979] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0xba2) ,0.06644199999936973
1265230,3456.445144,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x6e) [Block ID: 3230699010213856080 Packet ID: -708017443] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0xc7f) ,5.300000020724838e-05
1265231,3456.445168,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x6e) [Block ID: 3230699010213856080 Packet ID: -707951907] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0xeba) ,2.4000000394153176e-05
1265232,3456.445204,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x6e) [Block ID: 3230699010213856080 Packet ID: -707886371] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x1e95) ,3.599999990910874e-05
1265234,3456.4502049999996,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x6e) [Block ID: 3230715829305787216 Packet ID: -707820835] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x1eb9) ,0.00500099999953818
1265235,3456.450259,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x6e) [Block ID: 3230715829305787216 Packet ID: -707755299] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x3bf6) ,5.400000054578413e-05
1265236,3456.4502829999997,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x6e) [Block ID: 3230715829305787216 Packet ID: -707689763] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x1a16) ,2.3999999484658474e-05
1265238,3456.4934689999995,192.168.0.2,224.0.0.252,LLMNR,75,Standard query 0xcc9d ANY DESKTOP-BNL0PME,0.04318599999987782
1265239,3456.530144,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources,0.03667500000028667
1265242,3456.6226950000005,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270,0.09255100000063976
1265244,3456.764885,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x6e) [Block ID: 3230612823105127248 Packet ID: -707624227] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x3ffd) ,0.14218999999957305
1265245,3456.764937,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x6e) [Block ID: 3230612823105127248 Packet ID: -707558691] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x852) ,5.199999986871262e-05
1265249,3456.7822939999996,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x6e) [Block ID: 3230616061510468432 Packet ID: -707493155] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0xeb7) ,0.017356999999719847
1265250,3456.7823700000013,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x6e) [Block ID: 3230616061510468432 Packet ID: -707427619] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x19aa) ,7.600000162710785e-05
1265251,3456.782402000001,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x6e) [Block ID: 3230616125934977872 Packet ID: -707362083] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x2ba1) ,3.199999991920777e-05
1265252,3456.7828299999996,192.168.0.2,92.106.111.105,UDP,179,12236  >  58990 Len=137,0.00042799999846465653
1265253,3456.7828659999996,192.168.0.2,212.106.47.105,UDP,179,12236  >  34127 Len=137,3.599999990910874e-05
1265254,3456.782893,192.168.0.2,188.51.156.109,UDP,179,12236  >  52936 Len=137,2.7000000500265742e-05
1265255,3456.7829189999998,192.168.0.2,199.188.105.153,UDP,160,12236  >  6881 Len=118,2.5999999706982635e-05
1265256,3456.883743,192.168.0.2,54.232.243.111,TLSv1.2,133,Application Data,0.10082400000010239
1265258,3456.892604,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x6e) [Block ID: 3230788092130542416 Packet ID: -707296547] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x1017) ,0.008861000000251806
1265259,3456.892657,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x6e) [Block ID: 3230788092130542416 Packet ID: -707231011] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x193d) ,5.2999999752501026e-05
1265262,3456.892783,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x6e) [Block ID: 3230781263132541776 Packet ID: -707165475] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x51a) ,0.00012599999990925426
1265263,3456.892824,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x6e) [Block ID: 3230781263132541776 Packet ID: -707099939] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x6bd) ,4.1000000237545464e-05
1265264,3456.8928520000004,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x6e) [Block ID: 3230778424159159120 Packet ID: -707034403] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x3ab) ,2.8000000384054147e-05
1265265,3456.892881,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x6e) [Block ID: 3230778424159159120 Packet ID: -706968867] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x945) ,2.89999998130952e-05
1265268,3457.0094630000012,192.168.0.2,113.193.151.171,GVSP,62,Unknown Format (0x6e) [Block ID: 3230664667655357008 Packet ID: -706903330] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x0) ,0.11658200000101715
1265270,3457.02172,192.168.0.2,195.154.177.194,UDP,160,12236  >  6881 Len=118,0.012256999998953688
1265271,3457.021789,192.168.0.2,113.193.151.171,GVSP,62,Unknown Format (0x6e) [Block ID: 3230664667655357264 Packet ID: -706903330] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x0) ,6.899999971210491e-05
1265273,3457.0224740000012,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270,0.0006850000013400859
1265275,3457.036088000001,192.168.0.2,107.148.193.92,UDP,160,12236  >  16881 Len=118,0.01361399999996138
1265277,3457.0771259999997,192.168.0.2,138.68.55.209,UDP,160,12236  >  6000 Len=118,0.04103799999847979
1265279,3457.11264,192.168.0.2,212.51.156.109,UDP,162,12236  >  57995 Len=120,0.03551400000014837
1265280,3457.165494,192.168.0.2,35.185.84.145,TCP,55,[TCP Keep-Alive] 4541  >  443 [ACK] Seq=1580 Ack=7022 Win=16128 Len=1,0.052854000000024826
1265285,3457.2995990000004,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x6e) [Block ID: 3231128309374960464 Packet ID: -706903330] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x120) ,0.13410500000054526
1265286,3457.299658,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x6e) [Block ID: 3231128309374960464 Packet ID: -706837794] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x1cbf) ,5.8999999509978807e-05
1265287,3457.2996909999997,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x6e) [Block ID: 3231122098852250448 Packet ID: -706772258] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x2fda) ,3.299999980299617e-05
1265289,3457.30435,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x6e) [Block ID: 3231120432404939600 Packet ID: -707689762] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x1a16) ,0.004659000000174274
1265291,3457.32555,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x6e) [Block ID: 3230654656086590288 Packet ID: -706706722] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x1573) ,0.021200000000135333
