No.,Time,Source,Destination,Protocol,Length,Info,TBP
1111823,2203.617396,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,0.0
1111824,2203.6174309999997,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.499999957057298e-05
1111825,2203.617462,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.100000049016671e-05
1111826,2203.617509,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,4.6999999995023245e-05
1111827,2203.617547,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.799999967668555e-05
1111832,2203.628475,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,0.01092800000014904
1111833,2203.628558,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,8.299999990413198e-05
1111834,2203.6286059999998,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,4.799999987881165e-05
1111835,2203.628641,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.500000002532033e-05
1111836,2203.6286760000007,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.5000000934815034e-05
1111837,2203.628721,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,4.499999931795173e-05
1111838,2203.628755,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.400000014153193e-05
1111839,2203.628788,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.299999980299617e-05
1111840,2203.628828000001,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,4.000000080850441e-05
1111841,2203.628862,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.3999999232037226e-05
1111843,2203.641564,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,0.012701999999990221
1111844,2203.64164,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,7.599999980811845e-05
1111845,2203.64168,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,4.000000035375706e-05
1111851,2203.646791,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,0.005110999999942578
1111852,2203.646846,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,5.499999997482519e-05
