No.,Time,Source,Destination,Protocol,Length,Info,TBP
252462,722.887584,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4b) [Block ID: 63020 Packet ID: 4998499] Unknown Payload Type (0x430) ,0.0
252464,722.887828,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4b) [Block ID: 63020 Packet ID: 4998745] Unknown Payload Type (0x3b4) ,0.00024400000006608025
252465,722.887857,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4b) [Block ID: 63020 Packet ID: 4998776] Unknown Payload Type (0x3b4) ,2.9000000040468876e-05
252466,722.887883,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4b) [Block ID: 63020 Packet ID: 4998803] Unknown Payload Type (0x3b4) ,2.599999993435631e-05
252468,722.889972,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4b) [Block ID: 63020 Packet ID: 5000883] Unknown Payload Type (0x9be) ,0.0020889999999553766
252469,722.890012,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4b) [Block ID: 63020 Packet ID: 5000930] Unknown Payload Type (0x9be) ,4.0000000012696546e-05
252471,722.890856,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4b) [Block ID: 63020 Packet ID: 5001774] Unknown Payload Type (0xca9) ,0.0008440000000291548
252473,722.891619,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4b) [Block ID: 63020 Packet ID: 5002535] Unknown Payload Type (0xea4) ,0.0007630000000062864
252475,722.895597,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4b) [Block ID: 63020 Packet ID: 5006483] Unknown Payload Type (0xae1) ,0.003977999999960957
252477,722.897049,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4b) [Block ID: 63020 Packet ID: 5007909] Unknown Payload Type (0x3f28) ,0.001452000000085718
252484,722.9176219999997,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4b) [Block ID: 63020 Packet ID: 5028514] Unknown Payload Type (0x14ea) ,0.020572999999671993
252485,722.9177139999997,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4b) [Block ID: 63020 Packet ID: 5028622] Unknown Payload Type (0x14ea) ,9.1999999995096e-05
252486,722.917787,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4b) [Block ID: 63020 Packet ID: 5028686] Unknown Payload Type (0x14ea) ,7.300000027044007e-05
252487,722.917949,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4b) [Block ID: 63020 Packet ID: 5028848] Unknown Payload Type (0x14ea) ,0.00016200000004573667
252489,722.9197389999997,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4b) [Block ID: 63020 Packet ID: 5030528] Unknown Payload Type (0x3a68) ,0.0017899999996870974
252494,722.93102,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4b) [Block ID: 63020 Packet ID: 5041923] Unknown Payload Type (0x68a) ,0.011281000000280983
252496,722.934746,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4b) [Block ID: 63020 Packet ID: 5045538] Unknown Payload Type (0x105c) ,0.003726000000028762
252498,722.935194,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4b) [Block ID: 63020 Packet ID: 5046056] Unknown Payload Type (0x9d8) ,0.0004480000000057771
252504,722.942455,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4b) [Block ID: 63020 Packet ID: 5053355] Unknown Payload Type (0xe92) ,0.007260999999971318
252506,722.9436,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4b) [Block ID: 63020 Packet ID: 5054505] Unknown Payload Type (0x11e8) ,0.0011449999999513238
252517,722.9807400000003,192.168.0.2,52.4.67.187,TCP,66,3185  >  443 [SYN] Seq=0 Win=17520 Len=0 MSS=1460 WS=256 SACK_PERM=1,0.037140000000363216
252548,723.096162,192.168.0.2,65.52.108.185,TLSv1,107,Application Data,0.11542199999973946
252556,723.12849,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x4b) [Block ID: 63020 Packet ID: 5239388] Unknown Payload Type (0x3c3a) ,0.032328000000006796
