No.,Time,Source,Destination,Protocol,Length,Info,TBP
323596,899.6643349999997,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x55) [Block ID: 63020 Packet ID: 14003089] Unknown Payload Type (0x3fe1) ,0.0
323598,899.6661710000003,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x55) [Block ID: 63020 Packet ID: 14004914] Unknown Payload Type (0x5b0) ,0.0018360000005941401
323600,899.669224,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x55) [Block ID: 63020 Packet ID: 14007968] Unknown Payload Type (0xc7d) ,0.0030529999996815604
323602,899.675996,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x55) [Block ID: 63020 Packet ID: 14014685] Unknown Payload Type (0x19f9) ,0.006772000000069056
323604,899.676708,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x55) [Block ID: 63020 Packet ID: 14015448] Unknown Payload Type (0x3e91) ,0.0007119999999076754
323605,899.676882,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x55) [Block ID: 63020 Packet ID: 14015610] Unknown Payload Type (0x3e91) ,0.00017400000001543958
323607,899.678108,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x55) [Block ID: 63020 Packet ID: 14016861] Unknown Payload Type (0x2de) ,0.0012259999999741922
323609,899.678433,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x55) [Block ID: 63020 Packet ID: 14017177] Unknown Payload Type (0x37e) ,0.0003250000000889486
323611,899.6810019999997,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x55) [Block ID: 63020 Packet ID: 14019755] Unknown Payload Type (0x18f) ,0.0025689999996529878
323612,899.6810380000003,192.168.0.2,188.49.129.56,GVSP,1468,Unknown Format (0x55) [Block ID: 63020 Packet ID: 14019796] Unknown Payload Type (0x18f) ,3.6000000591229764e-05
