No.,Time,Source,Destination,Protocol,Length,Info,TBP
1198535,2427.664723,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,0.0
1198539,2427.664816,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,9.300000010625808e-05
1198540,2427.6648649999997,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,4.8999999762600055e-05
1198541,2427.664916,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,5.100000043967157e-05
1198542,2427.664961,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,4.4999999772699084e-05
1198543,2427.664997,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.599999990910874e-05
1198545,2427.670657,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,0.005660000000261789
1198548,2427.713895,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,0.043237999999746535
1198549,2427.713982,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,8.70000003487803e-05
1198551,2427.763359,192.168.0.2,23.73.74.14,TCP,54,4299  >  443 [ACK] Seq=16455 Ack=21338 Win=17408 Len=0,0.049376999999822146
1198553,2427.863634,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270,0.10027499999978318
1198554,2427.863718,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270,8.400000024266774e-05
1198555,2427.888974,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x30) [Block ID: 3230904760622170960 Packet ID: -1313308031] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x2f92) ,0.02525599999989936
1198557,2428.078356,192.168.0.2,188.49.129.56,TCP,54,4302  >  41343 [ACK] Seq=679 Ack=901 Win=48896 Len=0,0.18938200000002325
1198559,2428.105053,192.168.0.2,178.48.53.33,UDP,62,12236  >  8999 Len=20,0.026697000000240223
1198578,2428.105755,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,0.0007019999998192361
1198579,2428.105818,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,6.299999995462713e-05
1198580,2428.105847,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,2.89999998130952e-05
1198581,2428.105882,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.500000002532033e-05
1198582,2428.105913,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.100000003541936e-05
1198583,2428.1059370000007,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,2.4000000848900527e-05
1198584,2428.105969,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.1999999464460416e-05
1198585,2428.106015,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,4.599999965648749e-05
1198586,2428.106054,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.90000000152213e-05
1198587,2428.106088,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.400000014153193e-05
1198588,2428.106125,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.699999979289714e-05
1198589,2428.106161,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.600000036385609e-05
1198590,2428.106185,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,2.3999999939405825e-05
1198591,2428.106222,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.699999979289714e-05
1198592,2428.106256,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.400000014153193e-05
1198593,2428.10628,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,2.3999999939405825e-05
1198594,2428.106313,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.299999980299617e-05
1198595,2428.106351000001,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.80000010409276e-05
1198596,2428.106375,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,2.3999999029911123e-05
1198597,2428.106412,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.700000024764449e-05
1198598,2428.106435,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,2.300000005561742e-05
1198599,2428.10646,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,2.499999982319423e-05
1198600,2428.106486,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,2.6000000161729986e-05
1198601,2428.106522,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.599999990910874e-05
1198602,2428.106543,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,2.099999983329326e-05
1198603,2428.10658,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.700000024764449e-05
1198606,2428.126662,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,0.020082000000002154
1198607,2428.126749,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,8.699999989403295e-05
1198609,2428.301673,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270,0.17492399999991903
1198610,2428.301727,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270,5.400000009103678e-05
1198612,2428.347297,192.168.0.2,113.193.151.171,GVSP,1468,Unknown Format (0x30) [Block ID: 3230618565476402000 Packet ID: -1313242495] [BLOCK_DROPPED] [PACKET_RESEND] Unknown Payload Type (0x3ec5) ,0.045569999999770516
1198614,2428.349063,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270,0.0017660000003161258
1198615,2428.413047,192.168.0.2,24.226.180.60,GVSP,76,Unknown Format (0x30) [Block ID: 7080798678935454544 Packet ID: 2122609762] [RANGE_ERROR] [BLOCK_DROPPED] [PACKET_RESEND] FILE ,0.06398399999989124
1198616,2428.628569,192.168.0.2,239.255.255.250,SSDP,179,M-SEARCH * HTTP/1.1 ,0.21552199999996446
1198619,2428.633157,192.168.0.2,178.48.53.33,UDP,62,12236  >  8999 Len=20,0.004588000000239845
1198632,2428.6335280000008,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,0.00037100000054124394
1198633,2428.633568,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.999999944426236e-05
1198634,2428.633605,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.699999979289714e-05
1198635,2428.633655,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,5.000000010113581e-05
1198636,2428.6336890000002,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.400000014153193e-05
1198637,2428.633726,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.699999979289714e-05
1198638,2428.633759,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.299999980299617e-05
1198639,2428.6338,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,4.1000000237545464e-05
1198640,2428.633829,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,2.89999998130952e-05
1198641,2428.633855,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,2.6000000161729986e-05
1198642,2428.63389,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.500000002532033e-05
1198643,2428.633918,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,2.7999999929306796e-05
1198644,2428.63395,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.199999991920777e-05
1198645,2428.633987,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,3.700000024764449e-05
1198646,2428.634011,192.168.0.2,178.48.53.33,UDP,1468,12236  >  8999 Len=1426,2.3999999939405825e-05
