ClientUsername,ClientIPAddress,ClientMACAddress,AssociationTime,APName,APMACAddress,SessionDuration,AvgSessionThroughputKbps,BytesSent,BytesReceived,DisassociationTime
003981,172.24.1.1,f4:f5:24:eb:af:ec,Thu Dec 07 11:48:14 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,5 min 0 sec,0.3,4665,5754,Thu Dec 07 11:53:14 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Thu Dec 07 11:43:13 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,5 min 0 sec,0,0,0,Thu Dec 07 11:48:14 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Thu Dec 07 11:38:13 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,5 min 0 sec,0.9,15849,19079,Thu Dec 07 11:43:13 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Thu Dec 07 11:23:12 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,15 min 1 sec,0,0,0,Thu Dec 07 11:38:13 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Thu Dec 07 11:18:11 BRST 2017,P01-A01-AP1-Audit-Hall,78:da:6e:eb:b8:80,5 min 0 sec,4.5,21084,149798,Thu Dec 07 11:23:12 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Thu Dec 07 11:03:09 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,15 min 1 sec,0,0,0,Thu Dec 07 11:18:11 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Thu Dec 07 10:38:06 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,25 min 3 sec,0,0,0,Thu Dec 07 11:03:09 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Thu Dec 07 10:28:05 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,10 min 1 sec,0,0,0,Thu Dec 07 10:38:06 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Thu Dec 07 09:47:59 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,40 min 5 sec,11.0,3153289,150248,Thu Dec 07 10:28:05 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Thu Dec 07 08:47:51 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,1 hrs 0 min 8 sec,1.2,100007,452547,Thu Dec 07 09:47:59 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Thu Dec 07 08:42:50 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,0,0,0,Thu Dec 07 08:47:51 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Wed Dec 06 15:42:22 BRST 2017,P01-A01-AP1-Audit-Hall,78:da:6e:eb:b8:80,5 min 0 sec,0,0,0,Wed Dec 06 15:47:22 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Wed Dec 06 15:12:18 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,30 min 3 sec,0,0,0,Wed Dec 06 15:42:22 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Wed Dec 06 14:52:16 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,20 min 2 sec,2.8,20553,394226,Wed Dec 06 15:12:18 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Wed Dec 06 14:07:10 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,45 min 5 sec,0,6186,5926,Wed Dec 06 14:52:16 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Wed Dec 06 14:02:09 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,5 min 0 sec,0,0,0,Wed Dec 06 14:07:10 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Wed Dec 06 13:37:06 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,25 min 3 sec,84.2,9070646,6759371,Wed Dec 06 14:02:09 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Wed Dec 06 13:27:05 BRST 2017,P01-A10-AP1-DIR_I,18:9c:5d:44:b4:10,5 min 0 sec,0,0,0,Wed Dec 06 13:32:05 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Wed Dec 06 13:12:03 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,15 min 1 sec,0,0,0,Wed Dec 06 13:27:05 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Wed Dec 06 12:06:56 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,0,0,0,Wed Dec 06 12:11:56 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Wed Dec 06 11:41:53 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,25 min 2 sec,0,0,0,Wed Dec 06 12:06:56 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Wed Dec 06 11:36:53 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,5 min 0 sec,2.2,20747,62379,Wed Dec 06 11:41:53 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Wed Dec 06 11:16:51 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,20 min 1 sec,0,0,0,Wed Dec 06 11:36:53 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Wed Dec 06 11:06:50 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,5 min 0 sec,0,0,0,Wed Dec 06 11:11:50 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Wed Dec 06 10:51:48 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,15 min 1 sec,0,0,0,Wed Dec 06 11:06:50 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Tue Dec 05 13:20:45 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,1 hrs 50 min 14 sec,117.7,51545531,38738097,Tue Dec 05 15:10:59 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Tue Dec 05 13:15:44 BRST 2017,P06-A01-AP1-ETGC,78:da:6e:e8:64:60,5 min 0 sec,0,0,0,Tue Dec 05 13:20:45 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Tue Dec 05 13:10:44 BRST 2017,P11-TER-AP1-EQQT,78:da:6e:eb:ae:90,5 min 0 sec,0,0,0,Tue Dec 05 13:15:44 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Tue Dec 05 13:05:43 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,1.1,28800,12566,Tue Dec 05 13:10:44 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Tue Dec 05 11:50:35 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,5 min 0 sec,0,0,0,Tue Dec 05 11:55:35 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Tue Dec 05 11:40:34 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,5 min 0 sec,0,0,0,Tue Dec 05 11:45:35 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Tue Dec 05 11:30:34 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,10 min 0 sec,1.7,72576,55815,Tue Dec 05 11:40:34 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Tue Dec 05 09:30:19 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,1 hrs 55 min 14 sec,40.2,9566783,22481652,Tue Dec 05 11:25:33 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Tue Dec 05 09:25:18 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,5 min 0 sec,0,0,0,Tue Dec 05 09:30:19 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Tue Dec 05 08:45:13 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,40 min 5 sec,14.8,2429481,2006616,Tue Dec 05 09:25:18 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Tue Dec 05 08:30:11 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,10 min 0 sec,0,0,0,Tue Dec 05 08:40:12 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Tue Dec 05 08:25:10 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,5 min 0 sec,0,0,0,Tue Dec 05 08:30:11 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Tue Dec 05 08:20:10 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,5 min 0 sec,73.8,1599967,1173694,Tue Dec 05 08:25:10 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Tue Dec 05 08:10:08 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,0,0,0,Tue Dec 05 08:15:08 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Tue Dec 05 08:00:07 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,10 min 1 sec,11.0,447424,377039,Tue Dec 05 08:10:08 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Tue Dec 05 07:50:06 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,5 min 0 sec,0,0,0,Tue Dec 05 07:55:06 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Tue Dec 05 07:30:05 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,15 min 0 sec,0,0,0,Tue Dec 05 07:45:05 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Tue Dec 05 07:25:04 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,5 min 0 sec,0,0,0,Tue Dec 05 07:30:05 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Tue Dec 05 07:20:04 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,5 min 0 sec,52.2,1099466,861211,Tue Dec 05 07:25:04 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Tue Dec 05 07:15:03 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,5 min 0 sec,0,0,0,Tue Dec 05 07:20:04 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Tue Dec 05 07:00:02 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,10 min 0 sec,0,0,0,Tue Dec 05 07:10:02 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Tue Dec 05 06:50:01 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,0,0,0,Tue Dec 05 06:55:01 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Tue Dec 05 06:45:01 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,0,0,0,Tue Dec 05 06:50:01 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Tue Dec 05 06:25:00 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,15 min 0 sec,0,0,0,Tue Dec 05 06:40:00 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Tue Dec 05 06:09:59 BRST 2017,P01-A01-AP1-PC,18:9c:5d:44:77:c0,15 min 0 sec,0.1,5480,7477,Tue Dec 05 06:25:00 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Mon Dec 04 17:39:45 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,0,0,0,Mon Dec 04 17:44:45 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Mon Dec 04 17:24:44 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,15 min 0 sec,525.7,22806914,36362456,Mon Dec 04 17:39:45 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Mon Dec 04 16:44:43 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,25 min 1 sec,0.9,92987,70725,Mon Dec 04 17:09:44 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Mon Dec 04 16:29:42 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,15 min 0 sec,0,0,0,Mon Dec 04 16:44:43 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Mon Dec 04 15:44:38 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,45 min 3 sec,2.3,422996,345328,Mon Dec 04 16:29:42 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Mon Dec 04 15:39:37 BRST 2017,P01-A05-AP2-SMA,78:da:6e:e8:65:d0,5 min 0 sec,17.1,343487,298545,Mon Dec 04 15:44:38 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Mon Dec 04 15:29:36 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,10 min 1 sec,2.5,93280,92707,Mon Dec 04 15:39:37 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Mon Dec 04 15:19:35 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,5 min 0 sec,0,0,0,Mon Dec 04 15:24:36 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Mon Dec 04 14:34:29 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,45 min 5 sec,1.1,181563,174329,Mon Dec 04 15:19:35 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Mon Dec 04 14:29:29 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,0.3,4386,6900,Mon Dec 04 14:34:29 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Mon Dec 04 13:44:23 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,25 min 2 sec,0,0,0,Mon Dec 04 14:09:25 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Mon Dec 04 13:39:22 BRST 2017,P01-ANEXO-TER-CEEQ,78:da:6e:eb:7b:a0,5 min 0 sec,0.2,2400,4305,Mon Dec 04 13:44:23 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Mon Dec 04 13:19:19 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,20 min 2 sec,1.5,117313,101663,Mon Dec 04 13:39:22 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Mon Dec 04 13:09:18 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,10 min 1 sec,0,0,0,Mon Dec 04 13:19:19 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Mon Dec 04 13:04:17 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,5 min 0 sec,65.9,1226267,1250248,Mon Dec 04 13:09:18 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Mon Dec 04 12:49:15 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,15 min 1 sec,20.7,1312962,1021501,Mon Dec 04 13:04:17 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Mon Dec 04 11:54:10 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,5 min 0 sec,0,0,0,Mon Dec 04 11:59:10 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Mon Dec 04 11:24:07 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,30 min 3 sec,0,0,0,Mon Dec 04 11:54:10 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Mon Dec 04 11:19:06 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,5 min 0 sec,143.8,3032833,2370053,Mon Dec 04 11:24:07 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Mon Dec 04 10:24:00 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,55 min 6 sec,9.7,2486280,1531134,Mon Dec 04 11:19:06 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Mon Dec 04 09:58:56 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,20 min 2 sec,92.9,3338924,2520509,Mon Dec 04 10:18:58 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Mon Dec 04 09:28:52 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,30 min 4 sec,0,0,0,Mon Dec 04 09:58:56 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Mon Dec 04 09:18:50 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,10 min 1 sec,66.6,2794263,2211406,Mon Dec 04 09:28:52 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Mon Dec 04 09:03:48 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,15 min 2 sec,0.1,4797,11314,Mon Dec 04 09:18:50 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Fri Dec 01 16:02:31 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,1 hrs 5 min 3 sec,0,0,0,Fri Dec 01 17:07:35 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Fri Dec 01 15:52:30 BRST 2017,P01-A11-AP1-DIR_E,18:9c:5d:44:b6:50,10 min 0 sec,74.4,2685407,2903807,Fri Dec 01 16:02:31 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Fri Dec 01 15:27:27 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,25 min 2 sec,169.9,8010324,23901535,Fri Dec 01 15:52:30 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Fri Dec 01 15:07:25 BRST 2017,P01-A11-AP1-DIR_E,18:9c:5d:44:b6:50,15 min 1 sec,0,0,0,Fri Dec 01 15:22:26 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Fri Dec 01 14:22:18 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,45 min 6 sec,0,0,0,Fri Dec 01 15:07:25 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Fri Dec 01 14:12:17 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,10 min 1 sec,0,0,0,Fri Dec 01 14:22:18 BRST 2017
003981,172.24.1.1,f4:f5:24:eb:af:ec,Fri Dec 01 13:52:14 BRST 2017,P01-A03-AP1-Dir_A,18:9c:5d:44:af:80,20 min 2 sec,1.0,33367,109586,Fri Dec 01 14:12:17 BRST 2017
