Grupo;Silhueta;DuracaodaSessao;Velocidademediadenavegacao
C2;0.739811;300.0;0.0
C1;0.625611;21032.0;7.2
C2;0.739813;301.0;0.0
C2;0.720783;5413.0;152.3
C2;0.739667;300.0;68.4
C2;0.739613;903.0;2.3
C2;0.73868;1503.0;11.7
C2;0.739808;602.0;7.2
C2;0.728155;4209.0;60.3
C1;0.695109;39973.0;95.5
C2;0.739811;300.0;1.5
C2;0.68579;9013.0;7.7
C2;0.739241;1202.0;3.9
C2;0.739813;301.0;2.6
C2;0.739813;301.0;0.0
C2;0.737909;1804.0;81.6
C2;0.739811;300.0;0.0
C2;0.720844;5410.0;7.6
C2;0.739804;301.0;8.6
C2;0.739808;602.0;20.2
C2;0.739813;301.0;0.0
C2;0.689481;8719.0;34.4
C1;0.703873;34266.0;85.8
C2;0.739801;300.0;8.5
C2;0.739811;300.0;0.0
C1;0.614736;20432.0;24.7
C2;0.739811;300.0;0.0
C2;0.739813;301.0;0.0
C2;0.729645;3908.0;32.2
C1;0.702358;36367.0;82.5
C2;0.739811;300.0;0.0
C1;0.547595;18026.0;7.7
C2;0.681613;9319.0;29.4
C2;0.737912;1804.0;21.2
C2;0.739664;300.0;69.7
C2;0.739614;902.0;9.0
C2;0.73868;1503.0;11.6
C1;0.694148;40269.0;196.2
C2;0.72817;4206.0;6.1
C2;0.739811;300.0;1.9
C2;0.739811;300.0;0.0
C2;0.739811;300.0;0.9
C1;0.68853;27947.0;11.4
C1;0.702004;32158.0;76.8
C2;0.736551;2105.0;481.8
C2;0.672632;9910.0;29.5
C2;0.739241;1202.0;1.1
C2;0.739813;301.0;2.0
C2;0.720829;5412.0;4.7
C2;0.739812;301.0;3.4
C2;0.735918;2404.0;41.1
