Grupo;Silhueta;DuracaodaSessao;Velocidademediadenavegacao
C1;0.737141;300.0;0.0
C1;0.737144;301.0;0.0
C1;0.705618;6905.0;0.4
C1;0.737553;901.0;0.5
C1;0.737145;301.0;0.7
C1;0.724337;4510.0;0.5
C1;0.737141;300.0;0.5
C1;0.7278;3909.0;0.5
C2;0.613031;21030.0;22.0
C1;0.737143;301.0;3.4
C1;0.737552;902.0;0.4
C1;0.737145;301.0;0.4
C1;0.735978;1803.0;0.4
C1;0.737552;902.0;0.4
C1;0.737552;902.0;0.5
C1;0.737145;301.0;0.3
C1;0.737141;300.0;0.0
C1;0.737144;301.0;0.0
C1;0.73714;300.0;3.4
C1;0.737551;902.0;4.8
C1;0.737549;601.0;2.5
C1;0.737135;301.0;9.5
C1;0.735096;2105.0;6.7
C1;0.736673;1504.0;55.4
C1;0.675611;9321.0;0.5
C1;0.737549;601.0;0.4
C1;0.735096;2105.0;0.5
C1;0.73669;1503.0;0.4
C1;0.737145;301.0;0.5
C1;0.737227;1202.0;0.5
C1;0.737549;601.0;0.4
C1;0.680136;9020.0;22.3
C1;0.737133;300.0;8.9
C1;0.72935;3601.0;0.4
C1;0.711147;6306.0;0.2
C1;0.737225;1203.0;0.4
C1;0.737145;301.0;0.6
C1;0.737549;601.0;0.4
C1;0.737141;300.0;0.5
C1;0.737549;602.0;0.4
C2;0.54389;16821.0;13.4
C1;0.73718;602.0;230.3
C1;0.7278;3909.0;0.5
C1;0.737105;300.0;23.5
C1;0.737141;300.0;0.5
C1;0.729317;3608.0;0.5
C1;0.737227;1202.0;0.5
C1;0.737549;601.0;0.6
C1;0.737145;301.0;0.5
C1;0.737141;300.0;0.0
C1;0.737145;301.0;1.6
C1;0.73669;1503.0;0.5
C1;0.737548;600.0;0.6
C1;0.699333;7516.0;0.5
C1;0.737552;902.0;0.5
C1;0.724337;4510.0;0.5
C1;0.737552;902.0;0.4
C1;0.737145;301.0;0.8
C1;0.737141;300.0;0.6
C2;0.523859;16233.0;8.2
C1;0.737129;300.0;10.7
C1;0.702598;7207.0;0.5
C2;0.625826;24313.0;0.5
C1;0.604655;12602.0;0.5
C1;0.737141;300.0;0.0
C1;0.737141;300.0;0.2
C1;0.72438;4503.0;0.5
C1;0.727826;3904.0;0.5
C1;0.737552;902.0;0.5
C1;0.688577;8410.0;11.2
C1;0.73066;3307.0;0.0
C1;0.737141;300.0;2.0
C1;0.731902;3007.0;33.0
C1;0.737111;300.0;20.6
C1;0.737141;300.0;0.0
C1;0.737139;301.0;7.2
C2;0.523775;16231.0;0.4
C1;0.735977;1803.0;11.6
C1;0.735975;1804.0;0.4
C1;0.737145;301.0;0.6
C1;0.737552;902.0;0.6
C1;0.733043;2706.0;0.4
C1;0.737225;1203.0;0.5
C1;0.731904;3007.0;0.6
C1;0.737145;301.0;0.6
C1;0.729327;3606.0;0.6
C1;0.584962;13229.0;30.1
C1;0.737145;301.0;1.0
C1;0.737139;300.0;4.4
C1;0.737144;301.0;0.0
C1;0.713592;6016.0;3.8
C1;0.737141;300.0;0.0
C1;0.737141;300.0;0.0
C1;0.628255;11729.0;41.0
C1;0.737144;301.0;2.9
C1;0.730656;3308.0;1.9
C1;0.737544;601.0;16.2
C2;0.583258;85954.0;0.1
C1;0.735967;1807.0;10.2
C1;0.736697;1500.0;7.4
C1;0.735983;1801.0;0.5
C1;0.736682;1507.0;0.4
C1;0.737549;601.0;0.4
C1;0.699344;7515.0;0.5
C1;0.737552;902.0;0.5
C1;0.526205;14736.0;6.3
C1;0.736682;1507.0;6.9
C1;0.737141;300.0;0.0
C1;0.737139;300.0;4.6
C1;0.736877;301.0;121.4
C1;0.699178;7530.0;9.6
C1;0.737548;601.0;6.3
C2;0.606067;20175.0;0.5
C1;0.737551;903.0;0.4
C1;0.720295;5125.0;27.6
C1;0.737379;601.0;143.2
C1;0.734104;2410.0;0.5
C1;0.737553;901.0;0.4
C1;0.737217;1208.0;0.8
C1;0.737553;901.0;0.4
C1;0.729296;3612.0;23.0
C1;0.73714;300.0;3.4
C1;0.737548;600.0;0.0
C1;0.737548;600.0;2.7
C1;0.713584;6017.0;0.5
C1;0.737549;601.0;1.9
C1;0.737141;300.0;2.0
C1;0.737227;1202.0;0.5
C1;0.734125;2404.0;0.5
C2;0.497052;15636.0;50.6
C1;0.729317;3608.0;7.3
C1;0.737141;300.0;0.0
C1;0.737141;300.0;0.0
C1;0.737549;601.0;4.7
C1;0.539492;14432.0;13.2
C1;0.73714;301.0;5.9
C1;0.737141;300.0;0.0
C1;0.635565;11424.0;84.2
C1;0.737141;300.0;0.0
C1;0.737144;301.0;0.0
C2;0.618206;21951.0;25.6
C2;0.568638;17744.0;11.1
C2;0.617112;50273.0;27.0
C1;0.737531;921.0;17.6
C2;0.568346;17731.0;24.3
