ClientUsername,ClientIPAddress,ClientMACAddress,AssociationTime,APName,APMACAddress,SessionDuration,AvgSessionThroughputKbps,BytesSent,BytesReceived,DisassociationTime,TotalTime,Clusters
6124,172.24.1.22,d4:63:c6:eb:85:60,Tue Oct 31 15:30:01 BRST 2017,P05-TER-AP1-ELT,18:9c:5d:44:6d:90,1 hrs 45 min 13 sec,22.6,703641,15618639,Tue Oct 31 17:15:14 BRST 2017,6313.0,1
6124,172.24.1.22,d4:63:c6:eb:85:60,Tue Oct 31 15:19:59 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,10 min 1 sec,0,0,0,Tue Oct 31 15:30:01 BRST 2017,602.0,0
6124,172.24.1.22,d4:63:c6:eb:85:60,Tue Oct 31 12:59:42 BRST 2017,P05-TER-AP1-ELT,18:9c:5d:44:6d:90,2 hrs 20 min 17 sec,4.8,615962,4405224,Tue Oct 31 15:19:59 BRST 2017,8417.0,1
6124,172.24.1.22,d4:63:c6:eb:85:60,Tue Oct 31 12:54:41 BRST 2017,P05-TER-AP1-ELT,18:9c:5d:44:6d:90,5 min 0 sec,71.7,95287,2596476,Tue Oct 31 12:59:42 BRST 2017,301.0,1
6124,172.24.1.22,d4:63:c6:eb:85:60,Tue Oct 31 11:39:32 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,0,0,0,Tue Oct 31 11:44:32 BRST 2017,300.0,0
6124,172.24.1.22,d4:63:c6:eb:85:60,Tue Oct 31 10:44:24 BRST 2017,P05-TER-AP1-ELT,18:9c:5d:44:6d:90,55 min 7 sec,0.6,110598,152846,Tue Oct 31 11:39:32 BRST 2017,3308.0,1
6124,172.24.1.22,d4:63:c6:eb:85:60,Tue Oct 31 08:29:06 BRST 2017,P05-TER-AP1-ELT,18:9c:5d:44:6d:90,2 hrs 5 min 16 sec,4.1,970024,2416717,Tue Oct 31 10:34:22 BRST 2017,7516.0,1
6124,172.24.1.22,d4:63:c6:eb:85:60,Mon Oct 30 16:54:42 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,0,0,0,Mon Oct 30 16:59:42 BRST 2017,300.0,0
6124,172.24.1.22,d4:63:c6:eb:85:60,Mon Oct 30 16:24:39 BRST 2017,P05-TER-AP1-ELT,18:9c:5d:44:6d:90,30 min 3 sec,5.1,95006,1065521,Mon Oct 30 16:54:42 BRST 2017,1803.0,1
6124,172.24.1.22,d4:63:c6:eb:85:60,Mon Oct 30 16:19:39 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,2.4,36692,54821,Mon Oct 30 16:24:39 BRST 2017,300.0,1
6124,172.24.1.22,d4:63:c6:eb:85:60,Mon Oct 30 16:14:38 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,0,0,0,Mon Oct 30 16:19:39 BRST 2017,301.0,0
6124,172.24.1.22,d4:63:c6:eb:85:60,Mon Oct 30 14:14:21 BRST 2017,P05-TER-AP1-ELT,18:9c:5d:44:6d:90,2 hrs 0 min 16 sec,5.8,1171096,4101089,Mon Oct 30 16:14:38 BRST 2017,7217.0,1
6124,172.24.1.22,d4:63:c6:eb:85:60,Mon Oct 30 09:48:38 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,0,0,0,Mon Oct 30 09:53:38 BRST 2017,300.0,0
6124,172.24.1.22,d4:63:c6:eb:85:60,Mon Oct 30 08:03:25 BRST 2017,P05-TER-AP1-ELT,18:9c:5d:44:6d:90,1 hrs 35 min 11 sec,39.4,1119301,25263108,Mon Oct 30 09:38:36 BRST 2017,5711.0,1
6124,172.24.1.22,d4:63:c6:eb:85:60,Fri Oct 27 14:40:28 BRST 2017,P05-TER-AP1-ELT,18:9c:5d:44:6d:90,2 hrs 55 min 20 sec,32.8,3373464,36553236,Fri Oct 27 17:35:49 BRST 2017,10521.0,1
6124,172.24.1.22,d4:63:c6:eb:85:60,Fri Oct 27 14:20:25 BRST 2017,P06-TER-AP1-ETGC,78:da:6e:eb:a2:40,20 min 2 sec,123.1,509737,17998080,Fri Oct 27 14:40:28 BRST 2017,1203.0,1
6124,172.24.1.22,d4:63:c6:eb:85:60,Fri Oct 27 14:15:25 BRST 2017,P05-TER-AP1-ELT,18:9c:5d:44:6d:90,5 min 0 sec,288.8,561467,10292908,Fri Oct 27 14:20:25 BRST 2017,300.0,1
6124,172.24.1.22,d4:63:c6:eb:85:60,Thu Oct 26 16:08:54 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,0,0,0,Thu Oct 26 16:13:54 BRST 2017,300.0,0
6124,172.24.1.22,d4:63:c6:eb:85:60,Thu Oct 26 14:53:43 BRST 2017,P05-TER-AP1-ELT,18:9c:5d:44:6d:90,1 hrs 15 min 10 sec,3.4,333929,1599159,Thu Oct 26 16:08:54 BRST 2017,4511.0,1
6124,172.24.1.22,d4:63:c6:eb:85:60,Thu Oct 26 14:43:42 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,0,0,0,Thu Oct 26 14:48:42 BRST 2017,300.0,0
6124,172.24.1.22,d4:63:c6:eb:85:60,Thu Oct 26 14:13:38 BRST 2017,P01-ANEXO-A02-AP1-AR,78:da:6e:eb:a3:90,15 min 1 sec,0,0,0,Thu Oct 26 14:28:40 BRST 2017,902.0,0
6124,172.24.1.22,d4:63:c6:eb:85:60,Thu Oct 26 14:03:37 BRST 2017,P01-ANEXO-TER-CEEQ,78:da:6e:eb:7b:a0,10 min 1 sec,0.4,13783,18321,Thu Oct 26 14:13:38 BRST 2017,601.0,1
6124,172.24.1.22,d4:63:c6:eb:85:60,Thu Oct 26 13:53:36 BRST 2017,P01-ANEXO-A02-AP1-AR,78:da:6e:eb:a3:90,10 min 1 sec,4.1,116839,188112,Thu Oct 26 14:03:37 BRST 2017,601.0,1
6124,172.24.1.22,d4:63:c6:eb:85:60,Thu Oct 26 13:38:34 BRST 2017,P01-ANEXO-TER-CEEQ,78:da:6e:eb:7b:a0,15 min 2 sec,3.7,63801,350840,Thu Oct 26 13:53:36 BRST 2017,902.0,1
6124,172.24.1.22,d4:63:c6:eb:85:60,Thu Oct 26 13:33:33 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,4.1,68478,85828,Thu Oct 26 13:38:34 BRST 2017,301.0,1
6124,172.24.1.22,d4:63:c6:eb:85:60,Thu Oct 26 12:33:27 BRST 2017,P05-TER-AP1-ELT,18:9c:5d:44:6d:90,1 hrs 0 min 6 sec,3.1,194594,1217630,Thu Oct 26 13:33:33 BRST 2017,3606.0,1
