ClientUsername,ClientIPAddress,ClientMACAddress,AssociationTime,APName,APMACAddress,SessionDuration,AvgSessionThroughputKbps,BytesSent,BytesReceived,DisassociationTime,TotalTime,Clusters
6077,172.24.1.150,14:a3:64:37:d6:c1,Thu Nov 30 10:45:34 BRST 2017,P01-A01-AP1-Auditorio,78:da:6e:eb:9e:90,5 min 0 sec,0,0,0,Thu Nov 30 10:50:34 BRST 2017,300.0,0
6077,172.23.1.205,c4:d9:87:3e:0d:8c,Thu Nov 30 07:45:11 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,1 days 5 hrs 21 min 57 sec,1.1,13344176,1220351,Fri Dec 01 13:07:08 BRST 2017,105717.0,0
6077,172.24.1.150,14:a3:64:37:d6:c1,Thu Nov 30 06:55:06 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,3 hrs 50 min 27 sec,220.5,19743413,361471722,Thu Nov 30 10:45:34 BRST 2017,13828.0,1
6077,172.24.1.150,14:a3:64:37:d6:c1,Thu Nov 30 06:50:06 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,7.8,141200,151352,Thu Nov 30 06:55:06 BRST 2017,300.0,0
6077,172.24.1.150,14:a3:64:37:d6:c1,Wed Nov 29 17:44:57 BRST 2017,P01-A01-AP1-Auditorio,78:da:6e:eb:9e:90,10 min 0 sec,0,0,0,Wed Nov 29 17:54:57 BRST 2017,600.0,0
6077,172.24.1.150,14:a3:64:37:d6:c1,Wed Nov 29 14:39:43 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,3 hrs 5 min 14 sec,17.3,4239141,19840540,Wed Nov 29 17:44:57 BRST 2017,11114.0,0
6077,172.24.1.150,14:a3:64:37:d6:c1,Wed Nov 29 13:44:36 BRST 2017,P01-A07-AP1-Dir_C,18:9c:5d:44:ae:50,55 min 7 sec,7.2,859396,2134778,Wed Nov 29 14:39:43 BRST 2017,3307.0,0
6077,172.23.1.205,c4:d9:87:3e:0d:8c,Wed Nov 29 13:44:36 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,17 hrs 20 min 30 sec,1.2,8218903,797747,Thu Nov 30 07:05:06 BRST 2017,62430.0,0
6077,172.24.1.150,14:a3:64:37:d6:c1,Wed Nov 29 13:14:32 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,30 min 3 sec,46.5,1023746,9464562,Wed Nov 29 13:44:36 BRST 2017,1804.0,0
6077,172.24.1.150,14:a3:64:37:d6:c1,Wed Nov 29 13:09:31 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,5.5,122017,83356,Wed Nov 29 13:14:32 BRST 2017,301.0,0
6077,172.24.1.150,14:a3:64:37:d6:c1,Wed Nov 29 07:23:50 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,4 hrs 0 min 30 sec,27.2,4359407,44622248,Wed Nov 29 11:24:21 BRST 2017,14431.0,0
