ClientUsername,ClientIPAddress,ClientMACAddress,AssociationTime,APName,APMACAddress,SessionDuration,AvgSessionThroughputKbps,BytesSent,BytesReceived,DisassociationTime,TotalTime,Clusters
6077,172.24.1.208,14:a3:64:37:d6:c1,Fri Oct 27 20:05:55 BRST 2017,P01-A01-AP1-Auditorio,78:da:6e:eb:9e:90,5 min 0 sec,0,0,0,Fri Oct 27 20:10:55 BRST 2017,300.0,0
6077,172.24.1.208,14:a3:64:37:d6:c1,Fri Oct 27 20:00:54 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,5 min 0 sec,0,0,0,Fri Oct 27 20:05:55 BRST 2017,301.0,0
6077,172.23.1.205,c4:d9:87:3e:0d:8c,Fri Oct 27 17:15:48 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,1 hrs 55 min 5 sec,0.4,258934,62459,Fri Oct 27 19:10:53 BRST 2017,6905.0,0
6077,172.23.1.205,c4:d9:87:3e:0d:8c,Fri Oct 27 17:00:47 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,15 min 1 sec,0.5,42188,8562,Fri Oct 27 17:15:48 BRST 2017,901.0,0
6077,172.23.1.205,c4:d9:87:3e:0d:8c,Fri Oct 27 16:55:46 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,5 min 0 sec,0.7,21609,5317,Fri Oct 27 17:00:47 BRST 2017,301.0,0
6077,172.23.1.205,c4:d9:87:3e:0d:8c,Fri Oct 27 15:40:36 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,1 hrs 15 min 9 sec,0.5,213945,48341,Fri Oct 27 16:55:46 BRST 2017,4510.0,0
6077,172.23.1.205,c4:d9:87:3e:0d:8c,Fri Oct 27 15:35:36 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,5 min 0 sec,0.5,14644,2762,Fri Oct 27 15:40:36 BRST 2017,300.0,0
6077,172.23.1.205,c4:d9:87:3e:0d:8c,Fri Oct 27 14:15:25 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,1 hrs 5 min 8 sec,0.5,186786,43537,Fri Oct 27 15:20:34 BRST 2017,3909.0,0
6077,172.24.1.208,14:a3:64:37:d6:c1,Fri Oct 27 14:10:24 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,5 hrs 50 min 30 sec,22.0,5445485,52267817,Fri Oct 27 20:00:54 BRST 2017,21030.0,0
6077,172.24.1.208,14:a3:64:37:d6:c1,Fri Oct 27 14:05:23 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,3.4,78731,49596,Fri Oct 27 14:10:24 BRST 2017,301.0,0
6077,172.23.1.205,c4:d9:87:3e:0d:8c,Fri Oct 27 14:00:23 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,15 min 1 sec,0.4,36518,7881,Fri Oct 27 14:15:25 BRST 2017,902.0,0
6077,172.23.1.205,c4:d9:87:3e:0d:8c,Fri Oct 27 13:55:22 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,5 min 0 sec,0.4,12665,2320,Fri Oct 27 14:00:23 BRST 2017,301.0,0
6077,172.23.1.205,c4:d9:87:3e:0d:8c,Fri Oct 27 13:25:19 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,30 min 3 sec,0.4,74367,18751,Fri Oct 27 13:55:22 BRST 2017,1803.0,0
6077,172.23.1.205,c4:d9:87:3e:0d:8c,Fri Oct 27 13:10:17 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,15 min 1 sec,0.4,41696,8291,Fri Oct 27 13:25:19 BRST 2017,902.0,0
6077,172.23.1.205,c4:d9:87:3e:0d:8c,Fri Oct 27 12:55:15 BRST 2017,P01-A05-AP1-SMA,78:da:6e:eb:b0:60,15 min 1 sec,0.5,40918,9955,Fri Oct 27 13:10:17 BRST 2017,902.0,0
