Silhueta,DuracaodaSessao,Velocidademediadenavegacao
1.0,-0.6257123332332367,-0.43774271706900336
-0.6257123332332367,1.0,-0.009652362020019123
-0.43774271706900336,-0.009652362020019123,1.0
