ClientUsername,ClientIPAddress,ClientMACAddress,AssociationTime,APName,APMACAddress,SessionDuration,AvgSessionThroughputKbps,BytesSent,BytesReceived,DisassociationTime,TotalTime,Clusters
6548,172.24.0.181,34:23:ba:74:4d:18,Tue Oct 31 14:49:55 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,2 hrs 20 min 18 sec,5.7,805031,5048224,Tue Oct 31 17:10:14 BRST 2017,8419.0,0
6548,172.24.0.181,34:23:ba:74:4d:18,Tue Oct 31 13:54:48 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,55 min 7 sec,1.6,164933,509648,Tue Oct 31 14:49:55 BRST 2017,3307.0,0
6548,172.24.0.181,34:23:ba:74:4d:18,Tue Oct 31 13:19:44 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,35 min 3 sec,30.5,763871,7247361,Tue Oct 31 13:54:48 BRST 2017,2104.0,0
6548,172.24.0.181,34:23:ba:74:4d:18,Tue Oct 31 12:04:35 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,15 min 1 sec,4.5,2890,23779,Tue Oct 31 12:19:37 BRST 2017,902.0,0
6548,172.24.0.181,34:23:ba:74:4d:18,Tue Oct 31 10:54:25 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,1 hrs 10 min 9 sec,1.7,245489,653555,Tue Oct 31 12:04:35 BRST 2017,4210.0,0
6548,172.24.0.181,34:23:ba:74:4d:18,Tue Oct 31 09:29:13 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,1 hrs 25 min 12 sec,37.6,582213,23452271,Tue Oct 31 10:54:25 BRST 2017,5112.0,1
6548,172.24.0.181,34:23:ba:74:4d:18,Tue Oct 31 07:03:59 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,2 hrs 25 min 13 sec,3.7,581098,3416424,Tue Oct 31 09:29:13 BRST 2017,8714.0,0
6548,172.24.0.181,34:23:ba:74:4d:18,Mon Oct 30 17:04:43 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,10 min 0 sec,0,164,280,Mon Oct 30 17:14:44 BRST 2017,601.0,0
6548,172.24.0.181,34:23:ba:74:4d:18,Mon Oct 30 13:24:15 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,3 hrs 40 min 28 sec,66.3,104910800,4752221,Mon Oct 30 17:04:43 BRST 2017,13228.0,0
6548,172.24.0.181,34:23:ba:74:4d:18,Mon Oct 30 12:34:05 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,10 min 0 sec,0,0,0,Mon Oct 30 12:44:05 BRST 2017,600.0,0
6548,172.24.0.181,34:23:ba:74:4d:18,Mon Oct 30 08:58:32 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,3 hrs 35 min 33 sec,62.6,77814350,23437471,Mon Oct 30 12:34:05 BRST 2017,12933.0,1
6548,172.24.0.181,34:23:ba:74:4d:18,Mon Oct 30 06:53:21 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,2 hrs 5 min 10 sec,3.0,331403,2454579,Mon Oct 30 08:58:32 BRST 2017,7511.0,0
6548,172.24.1.201,34:23:ba:74:4d:18,Fri Oct 20 16:21:35 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,5 min 0 sec,0,0,0,Fri Oct 20 16:26:35 BRST 2017,300.0,0
6548,172.24.1.201,34:23:ba:74:4d:18,Fri Oct 20 15:01:22 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,1 hrs 20 min 12 sec,1.9,224851,932315,Fri Oct 20 16:21:35 BRST 2017,4813.0,0
6548,172.24.1.201,34:23:ba:74:4d:18,Fri Oct 20 13:21:10 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,1 hrs 40 min 12 sec,3.6,731842,1958388,Fri Oct 20 15:01:22 BRST 2017,6012.0,0
6548,172.24.1.201,34:23:ba:74:4d:18,Fri Oct 20 12:11:03 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,5 min 0 sec,0.3,1109,387,Fri Oct 20 12:16:03 BRST 2017,300.0,0
6548,172.24.1.201,34:23:ba:74:4d:18,Fri Oct 20 06:55:27 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,5 hrs 15 min 36 sec,5.7,9534477,3848637,Fri Oct 20 12:11:03 BRST 2017,18936.0,0
