ClientUsername,ClientIPAddress,ClientMACAddress,AssociationTime,APName,APMACAddress,SessionDuration,AvgSessionThroughputKbps,BytesSent,BytesReceived,DisassociationTime,TotalTime,Clusters
6548,172.24.1.27,34:23:ba:74:4d:18,Thu Nov 30 15:16:05 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,50 min 4 sec,4.4,305776,1242336,Thu Nov 30 16:06:10 BRST 2017,3005.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Thu Nov 30 14:00:55 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,1 hrs 15 min 9 sec,4.8,165954,2528387,Thu Nov 30 15:16:05 BRST 2017,4510.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Thu Nov 30 13:25:51 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,35 min 4 sec,39.6,164112,10241504,Thu Nov 30 14:00:55 BRST 2017,2104.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Thu Nov 30 12:35:45 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,50 min 5 sec,5.5,82420,1991979,Thu Nov 30 13:25:51 BRST 2017,3006.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Thu Nov 30 11:25:38 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,10 min 0 sec,0.6,9207,18610,Thu Nov 30 11:35:39 BRST 2017,601.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Thu Nov 30 10:40:33 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,45 min 4 sec,170.4,9977900,47648298,Thu Nov 30 11:25:38 BRST 2017,2705.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Wed Nov 29 12:24:26 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,3 hrs 50 min 26 sec,5.6,788391,8689302,Wed Nov 29 16:14:53 BRST 2017,13827.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Wed Nov 29 10:59:18 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,30 min 2 sec,10.0,63384,1680250,Wed Nov 29 11:29:21 BRST 2017,1803.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Wed Nov 29 10:29:14 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,30 min 3 sec,1.7,78593,294047,Wed Nov 29 10:59:18 BRST 2017,1804.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Wed Nov 29 10:04:11 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,25 min 3 sec,1.4,74302,196599,Wed Nov 29 10:29:14 BRST 2017,1503.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Wed Nov 29 06:28:46 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,3 hrs 35 min 25 sec,20.5,1276709,31781068,Wed Nov 29 10:04:11 BRST 2017,12925.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Tue Nov 28 15:43:14 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,30 min 2 sec,0,1204,1737,Tue Nov 28 16:13:17 BRST 2017,1803.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Tue Nov 28 14:08:03 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,1 hrs 35 min 11 sec,4.4,388959,2762142,Tue Nov 28 15:43:14 BRST 2017,5711.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Tue Nov 28 12:52:49 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,1 hrs 15 min 13 sec,1.1,172598,430876,Tue Nov 28 14:08:03 BRST 2017,4514.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Tue Nov 28 12:17:45 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,35 min 3 sec,80.7,363738,20868253,Tue Nov 28 12:52:49 BRST 2017,2104.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Tue Nov 28 11:22:40 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,5 min 0 sec,0,0,0,Tue Nov 28 11:27:40 BRST 2017,300.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Tue Nov 28 08:52:21 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,2 hrs 30 min 19 sec,8.8,430895,9453014,Tue Nov 28 11:22:40 BRST 2017,9019.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Tue Nov 28 08:32:18 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,20 min 2 sec,8.5,114661,1167306,Tue Nov 28 08:52:21 BRST 2017,1203.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Tue Nov 28 08:12:16 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,20 min 2 sec,489.0,70183068,3330441,Tue Nov 28 08:32:18 BRST 2017,1202.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Tue Nov 28 07:07:08 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,1 hrs 5 min 7 sec,2.9,482378,925670,Tue Nov 28 08:12:16 BRST 2017,3908.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Mon Nov 27 16:21:56 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,5 min 0 sec,0,0,0,Mon Nov 27 16:26:56 BRST 2017,300.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Mon Nov 27 14:46:46 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,1 hrs 35 min 9 sec,42.2,28270749,1850299,Mon Nov 27 16:21:56 BRST 2017,5710.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Mon Nov 27 13:26:35 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,1 hrs 20 min 10 sec,0.9,126228,392886,Mon Nov 27 14:46:46 BRST 2017,4811.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Mon Nov 27 12:56:31 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,30 min 3 sec,0.7,39317,126682,Mon Nov 27 13:26:35 BRST 2017,1804.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Mon Nov 27 12:21:27 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,35 min 4 sec,0.8,53790,146308,Mon Nov 27 12:56:31 BRST 2017,2104.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Mon Nov 27 11:21:21 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,5 min 0 sec,0,0,0,Mon Nov 27 11:26:21 BRST 2017,300.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Mon Nov 27 08:51:01 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,2 hrs 30 min 19 sec,5.5,376353,5831934,Mon Nov 27 11:21:21 BRST 2017,9020.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Mon Nov 27 07:15:51 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,1 hrs 35 min 10 sec,0.8,137310,464591,Mon Nov 27 08:51:01 BRST 2017,5710.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Fri Nov 24 12:24:19 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,2 hrs 55 min 20 sec,11.2,11895530,2024827,Fri Nov 24 15:19:39 BRST 2017,10520.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Fri Nov 24 07:18:43 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,4 hrs 5 min 29 sec,8.2,963485,14028556,Fri Nov 24 11:24:13 BRST 2017,14730.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Fri Nov 24 05:53:38 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,1 hrs 25 min 4 sec,53.9,28912669,5479550,Fri Nov 24 07:18:43 BRST 2017,5105.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Thu Nov 23 14:13:14 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,10 min 0 sec,0,489,271,Thu Nov 23 14:23:15 BRST 2017,601.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Thu Nov 23 13:03:05 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,1 hrs 10 min 8 sec,3.7,333591,1604432,Thu Nov 23 14:13:14 BRST 2017,4209.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Thu Nov 23 12:33:02 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,10 min 0 sec,0,0,0,Thu Nov 23 12:43:03 BRST 2017,601.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Thu Nov 23 11:32:56 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,10 min 0 sec,0,0,0,Thu Nov 23 11:42:57 BRST 2017,601.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Thu Nov 23 11:22:55 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,10 min 1 sec,5.7,91901,335575,Thu Nov 23 11:32:56 BRST 2017,601.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Thu Nov 23 06:57:22 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,4 hrs 25 min 33 sec,55.4,84847931,25459277,Thu Nov 23 11:22:55 BRST 2017,15933.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Wed Nov 22 12:06:39 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,4 hrs 0 min 28 sec,11.3,2254689,18044857,Wed Nov 22 16:07:08 BRST 2017,14429.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Wed Nov 22 09:41:22 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,1 hrs 35 min 12 sec,1.3,202243,614449,Wed Nov 22 11:16:34 BRST 2017,5712.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Wed Nov 22 09:21:19 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,20 min 2 sec,5.5,486893,337257,Wed Nov 22 09:41:22 BRST 2017,1203.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Wed Nov 22 06:46:01 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,2 hrs 35 min 17 sec,8.1,1228025,8194775,Wed Nov 22 09:21:19 BRST 2017,9318.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Tue Nov 21 14:40:38 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,1 hrs 30 min 10 sec,161.2,89960911,3716661,Tue Nov 21 16:10:48 BRST 2017,5410.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Tue Nov 21 12:20:19 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,2 hrs 20 min 18 sec,32.1,28905342,4823420,Tue Nov 21 14:40:38 BRST 2017,8419.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Tue Nov 21 09:14:56 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,2 hrs 0 min 16 sec,5.7,323861,4629399,Tue Nov 21 11:15:12 BRST 2017,7216.0,0
6548,172.24.1.27,34:23:ba:74:4d:18,Tue Nov 21 07:19:41 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,1 hrs 55 min 14 sec,24.5,692744,20481886,Tue Nov 21 09:14:56 BRST 2017,6915.0,0
