ClientUsername,ClientIPAddress,ClientMACAddress,AssociationTime,APName,APMACAddress,SessionDuration,AvgSessionThroughputKbps,BytesSent,BytesReceived,DisassociationTime,TotalTime,Clusters
7719,172.24.0.250,a4:70:d6:0f:58:73,Thu Nov 30 16:31:12 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,25 min 1 sec,0.9,35941,83154,Thu Nov 30 16:56:13 BRST 2017,1501.0,0
7719,172.24.0.250,a4:70:d6:0f:58:73,Thu Nov 30 14:36:00 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,1 hrs 45 min 11 sec,0.8,275091,308836,Thu Nov 30 16:21:11 BRST 2017,6311.0,0
7719,172.24.0.250,a4:70:d6:0f:58:73,Thu Nov 30 12:35:45 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,1 hrs 30 min 10 sec,1.6,378994,641482,Thu Nov 30 14:05:55 BRST 2017,5410.0,0
7719,172.24.0.250,a4:70:d6:0f:58:73,Thu Nov 30 11:55:41 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,20 min 1 sec,4.5,36315,167800,Thu Nov 30 12:15:43 BRST 2017,1202.0,0
7719,172.24.0.250,a4:70:d6:0f:58:73,Thu Nov 30 07:40:10 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,3 hrs 15 min 24 sec,0.4,104621,407342,Thu Nov 30 10:55:35 BRST 2017,11725.0,0
7719,172.24.0.250,a4:70:d6:0f:58:73,Thu Nov 30 07:35:10 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,0.3,4252,5421,Thu Nov 30 07:40:10 BRST 2017,300.0,0
7719,172.24.0.250,a4:70:d6:0f:58:73,Wed Nov 29 16:29:55 BRST 2017,P01-A01-AP1-Audit-Hall,78:da:6e:eb:b8:80,5 min 0 sec,0,0,0,Wed Nov 29 16:34:55 BRST 2017,300.0,0
7719,172.24.0.250,a4:70:d6:0f:58:73,Wed Nov 29 13:44:36 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,2 hrs 45 min 18 sec,12.1,728924,14284909,Wed Nov 29 16:29:55 BRST 2017,9919.0,0
7719,172.24.0.250,a4:70:d6:0f:58:73,Wed Nov 29 12:49:29 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,35 min 3 sec,1.1,107988,170085,Wed Nov 29 13:24:33 BRST 2017,2104.0,0
7719,172.24.0.250,a4:70:d6:0f:58:73,Wed Nov 29 09:59:10 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,1 hrs 45 min 12 sec,21.3,483085,15274091,Wed Nov 29 11:44:22 BRST 2017,6312.0,0
7719,172.24.0.250,a4:70:d6:0f:58:73,Wed Nov 29 08:54:01 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,5 min 0 sec,0,0,0,Wed Nov 29 08:59:01 BRST 2017,300.0,0
7719,172.24.0.250,a4:70:d6:0f:58:73,Wed Nov 29 07:33:51 BRST 2017,P01-A01-AP1-Auditorio,78:da:6e:eb:9e:90,5 min 0 sec,0,0,0,Wed Nov 29 07:38:51 BRST 2017,300.0,0
7719,172.24.0.250,a4:70:d6:0f:58:73,Tue Nov 28 17:43:26 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,0,0,0,Tue Nov 28 17:48:26 BRST 2017,300.0,0
