ClientUsername,ClientIPAddress,ClientMACAddress,AssociationTime,APName,APMACAddress,SessionDuration,AvgSessionThroughputKbps,BytesSent,BytesReceived,DisassociationTime,TotalTime,Clusters
7719,172.24.1.214,a4:70:d6:0f:58:73,Tue Oct 31 18:15:18 BRST 2017,P01-A01-AP1-SMA_Juridico,78:da:6e:eb:ac:20,5 min 0 sec,0,0,0,Tue Oct 31 18:20:18 BRST 2017,300.0,0
7719,172.24.1.214,a4:70:d6:0f:58:73,Tue Oct 31 12:59:42 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,5 hrs 10 min 36 sec,7.3,1702854,15243239,Tue Oct 31 18:10:18 BRST 2017,18636.0,1
7719,172.24.1.214,a4:70:d6:0f:58:73,Tue Oct 31 09:39:14 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,2 hrs 35 min 21 sec,2.4,821061,1776804,Tue Oct 31 12:14:36 BRST 2017,9322.0,0
7719,172.24.1.214,a4:70:d6:0f:58:73,Mon Oct 30 16:09:37 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,2 hrs 0 min 9 sec,2.2,699282,1230910,Mon Oct 30 18:09:47 BRST 2017,7210.0,0
7719,172.24.1.214,a4:70:d6:0f:58:73,Mon Oct 30 15:24:31 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,35 min 4 sec,21.4,259143,3839887,Mon Oct 30 15:59:35 BRST 2017,2104.0,0
7719,172.24.1.214,a4:70:d6:0f:58:73,Mon Oct 30 15:19:30 BRST 2017,P02-Mezanino-AP1-CTF,18:9c:5d:44:b8:70,5 min 0 sec,1.8,16780,50339,Mon Oct 30 15:24:31 BRST 2017,301.0,0
7719,172.24.1.214,a4:70:d6:0f:58:73,Mon Oct 30 14:59:28 BRST 2017,P02-Mezanino-AP1-CTF,18:9c:5d:44:b8:70,5 min 0 sec,0,0,0,Mon Oct 30 15:04:28 BRST 2017,300.0,0
7719,172.24.1.214,a4:70:d6:0f:58:73,Mon Oct 30 14:54:27 BRST 2017,P3-AP1-ELC,78:da:6e:eb:8a:e0,5 min 0 sec,4.6,49853,122117,Mon Oct 30 14:59:28 BRST 2017,301.0,0
7719,172.24.1.214,a4:70:d6:0f:58:73,Mon Oct 30 14:14:21 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,40 min 5 sec,4.4,880869,449660,Mon Oct 30 14:54:27 BRST 2017,2406.0,0
7719,172.24.1.214,a4:70:d6:0f:58:73,Mon Oct 30 09:48:38 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,3 hrs 30 min 35 sec,2.9,1908010,2688026,Mon Oct 30 13:19:14 BRST 2017,12636.0,0
