Length,TBP,Selected,Selected(1),Cluster,Silhouette,Selected(2)
371.0,0.0,No,No,C11,0.7499540174464965,No
359.0,0.0,No,No,C1,0.7332601900856504,No
305.0,0.199532999999974,No,No,C13,0.7499560602679243,No
314.0,0.0,No,No,C9,0.75,No
361.0,0.0,No,No,C1,0.7230888861412992,No
369.0,0.0019250000000283762,No,No,C12,0.5,No
371.0,0.0,No,No,C11,0.7499540174464965,No
359.0,1.0000012480304576e-06,No,No,C1,0.7332601922952928,No
54.0,6.610314999998992,No,No,C3,0.7295210936653109,No
301.0,210.45693999999958,No,No,C4,0.5,No
66.0,0.002087000000301486,No,No,C3,0.7241236892172076,No
54.0,0.0018799999998009296,No,No,C3,0.7311822051010435,No
290.0,0.003834000000097149,No,No,C10,0.5,No
1514.0,0.0,No,No,C7,0.5,No
587.0,9.99999883788405e-07,No,No,C6,0.5,No
54.0,0.002238000001398177,No,No,C3,0.7311823927688756,No
54.0,40.30256299999883,No,No,C3,0.6655611965348103,No
54.0,126.59875799999963,No,No,C8,0.7403479364084332,No
54.0,136.86421800000016,No,No,C8,0.7413147586955545,No
54.0,131.16038800000024,No,No,C8,0.744869620468047,No
54.0,132.4959960000001,No,No,C8,0.7449260598179474,No
305.0,84.992479,No,No,C5,0.5,No
314.0,9.99999429041054e-07,No,No,C9,0.75,No
361.0,0.0,No,No,C1,0.7230888861412992,No
369.0,9.99999883788405e-07,No,No,C2,0.75,No
371.0,0.002311000000645436,No,No,C11,0.7498159900632505,No
359.0,9.99999883788405e-07,No,No,C1,0.7332601922952928,No
305.0,0.2014670000003207,No,No,C13,0.7499788598202356,No
314.0,9.99999883788405e-07,No,No,C9,0.75,No
361.0,0.0,No,No,C1,0.7230888861412992,No
369.0,0.0,No,No,C2,0.75,No
371.0,0.0,No,No,C11,0.7499540174464965,No
359.0,0.0009559999998600688,No,No,C1,0.7332538899628147,No
305.0,0.20240100000000893,No,No,C13,0.7499763252090021,No
314.0,9.99999883788405e-07,No,No,C9,0.75,No
361.0,0.0,No,No,C1,0.7230888861412992,No
369.0,0.0,No,No,C2,0.75,No
371.0,0.0,No,No,C11,0.7499540174464965,No
359.0,9.99999883788405e-07,No,No,C1,0.7332601922952928,No
305.0,0.20218599999952855,No,No,C13,0.749978859550978,No
314.0,1.0000007932831068e-06,No,No,C9,0.75,No
