Length,TBP,Selected,Selected(1),Cluster,Silhouette,Selected(2)
361.0,0.0,No,No,C7,0.7335068074326111,No
369.0,0.0,No,No,C7,0.7357499573383556,No
371.0,0.001029999999445863,No,No,C7,0.7333221351107699,No
359.0,2.0000006770715117e-06,No,No,C7,0.7291826427512852,No
54.0,58.99335999999993,No,No,C3,0.7332012214106791,No
54.0,143.08770000000004,No,No,C6,0.7361151596697919,No
54.0,125.25082299999984,No,No,C6,0.6954347085398616,No
54.0,144.15118500000014,No,No,C6,0.736302351316621,No
301.0,85.47501099999954,No,No,C8,0.7129386131347957,No
66.0,0.002486999999746331,No,No,C4,0.7166888887082304,No
54.0,0.002809999999954016,No,No,C4,0.7338202811519772,No
290.0,0.0037119999988135532,No,No,C2,0.7010140486132292,No
1514.0,0.0,No,No,C5,0.5,No
587.0,1.0000030670198612e-06,No,No,C1,0.5,No
54.0,0.002575999998953193,No,No,C4,0.733820345249415,No
54.0,64.95332699999926,No,No,C3,0.7347949905518965,No
54.0,144.54187300000012,No,No,C6,0.7358240110645266,No
305.0,103.03895400000056,No,No,C8,0.7196856573012522,No
314.0,9.99999429041054e-07,No,No,C2,0.7255593053103069,No
361.0,0.0,No,No,C7,0.7335068074326111,No
369.0,0.0,No,No,C7,0.7357499573383556,No
371.0,0.0,No,No,C7,0.7333219852845527,No
359.0,0.0,No,No,C7,0.7291826427520458,No
305.0,0.20082499999989525,No,No,C2,0.7294486504256561,No
314.0,0.0,No,No,C2,0.72555930527589,No
361.0,2.0000006770715117e-06,No,No,C7,0.7335068077789103,No
369.0,9.99999429041054e-07,No,No,C7,0.7357499573383941,No
371.0,0.0013030000000071595,No,No,C7,0.7333220950129153,No
359.0,1.0000003385357559e-06,No,No,C7,0.7291826427516649,No
305.0,0.1997109999983877,No,No,C2,0.7294482212241429,No
314.0,1.0000030670198612e-06,No,No,C2,0.7255593053103069,No
361.0,0.0017509999997855632,No,No,C7,0.7335058966773518,No
369.0,0.0,No,No,C7,0.7357499573383556,No
371.0,0.0,No,No,C7,0.7333219852845527,No
359.0,9.999985195463523e-07,No,No,C7,0.7291826427516649,No
305.0,0.2008930000001783,No,No,C2,0.7294486184422728,No
314.0,0.0,No,No,C2,0.72555930527589,No
361.0,1.0000003385357559e-06,No,No,C7,0.733506807604991,No
369.0,0.0,No,No,C7,0.7357499573383556,No
371.0,0.0015919999996185652,No,No,C7,0.733321968132997,No
359.0,1.0000003385357559e-06,No,No,C7,0.7291826427516649,No
