Length,TBP,Selected,Selected(1),Cluster,Silhouette,Selected(2)
54.0,0.0,No,No,C1,0.7214649036148679,No
54.0,126.66219299999996,No,No,C1,0.7195077752288324,No
305.0,89.07000400000003,No,No,C1,0.7294967195285271,No
314.0,0.002991000000008625,No,No,C1,0.7339525400407276,No
361.0,0.00033400000000938235,No,No,C1,0.7325849513272621,No
369.0,0.0,No,No,C1,0.7318212255070469,No
371.0,9.999999974752427e-07,No,No,C1,0.7315635690683169,No
359.0,0.0,No,No,C1,0.7327102327541237,No
305.0,0.20013799999998128,No,No,C1,0.7338315997726053,No
314.0,9.999999974752427e-07,No,No,C1,0.7339525103782625,No
361.0,0.0,No,No,C1,0.7325849475100483,No
369.0,0.0,No,No,C1,0.7318212255070469,No
371.0,0.0,No,No,C1,0.7315635690454465,No
359.0,1.0000001111620804e-06,No,No,C1,0.7327102327734925,No
305.0,0.20237399999990655,No,No,C1,0.7338316390832162,No
314.0,0.0,No,No,C1,0.7339525103533626,No
361.0,0.0,No,No,C1,0.7325849475100483,No
369.0,0.0,No,No,C1,0.7318212255070469,No
371.0,0.0,No,No,C1,0.7315635690454465,No
359.0,9.999999974752427e-07,No,No,C1,0.7327102327734925,No
305.0,0.20041399999996656,No,No,C1,0.7338316064247296,No
314.0,1.0000000543186616e-06,No,No,C1,0.7339525103782625,No
361.0,0.0,No,No,C1,0.7325849475100483,No
369.0,0.0,No,No,C1,0.7318212255070469,No
371.0,0.0022989999999367683,No,No,C1,0.7315635941242505,No
359.0,0.0,No,No,C1,0.7327102327541237,No
54.0,34.721170000000036,No,No,C1,0.7216965873746506,No
54.0,125.22127899999998,No,No,C1,0.7195788268089046,No
54.0,124.83344400000004,No,No,C1,0.7195952893739817,No
301.0,122.51136099999997,No,No,C1,0.7265103635528651,No
66.0,0.002089000000069064,No,No,C1,0.7222470295577891,No
54.0,0.0020059999999375573,No,No,C1,0.7214649642043193,No
290.0,0.0018189999997275663,No,No,C1,0.7332697897832575,No
1514.0,9.999999974752427e-07,No,No,C2,0.5,No
587.0,0.0,No,No,C1,0.681833312926295,No
54.0,0.004043000000592656,No,No,C1,0.7214650123095719,No
54.0,20.802634999999672,No,No,C1,0.7217125580456933,No
54.0,150.28371500000003,No,No,C1,0.7181115168234589,No
54.0,184.977637,No,No,C1,0.7155884037570812,No
305.0,106.10237100000019,No,No,C1,0.7280250888213398,No
314.0,2.9999998787388904e-06,No,No,C1,0.7339525103994814,No
