Length,TBP,Selected,Selected(1),Cluster,Silhouette,Selected(2)
344.0,2.98059900000044,No,No,C4,0.7445668703974536,No
60.0,59.633726999999894,No,No,C2,0.6851741933324078,No
60.0,125.26567,No,No,C6,0.731965215189784,No
66.0,75.6307240000001,No,No,C2,0.622236955017867,No
60.0,0.00230099999999,No,No,C1,0.7445620067864208,No
60.0,0.00036499999987,No,No,C1,0.7445623577102175,No
722.0,0.16903100000035998,No,No,C7,0.706557040072932,No
60.0,9.799999998000002e-05,No,No,C1,0.7445619175392986,No
60.0,0.00113799999963,No,No,C1,0.7445627902948095,No
66.0,0.011002000000190002,No,No,C1,0.7312464377020451,No
60.0,0.00216799999998,No,No,C1,0.7445622114344191,No
60.0,0.00038100000029,No,No,C1,0.7445623766763798,No
722.0,0.18122399999947,No,No,C7,0.706556996703533,No
60.0,0.00011600000016,No,No,C1,0.7445619564044318,No
60.0,0.00114299999996,No,No,C1,0.7445627897289985,No
344.0,0.00797800000009,No,No,C4,0.7429988017772977,No
66.0,0.019800999999919997,No,No,C1,0.7312433482311682,No
60.0,0.00233600000001,No,No,C1,0.7445619346505815,No
1514.0,0.00126899999987,No,No,C5,0.749999543705619,No
1337.0,0.00096900000017,No,No,C3,0.7499999273984238,No
60.0,0.00019399999974000002,No,No,C1,0.7445620995052419,No
60.0,0.00185800000054,No,No,C1,0.7445624767007694,No
344.0,2.96409499999982,No,No,C4,0.7445591486625185,No
344.0,3.01513399999976,No,No,C4,0.744574903575804,No
272.0,3.52711700000054,No,No,C4,0.6827676273400647,No
66.0,0.017527999999860003,No,No,C1,0.7312447376685469,No
60.0,0.00224899999967,No,No,C1,0.7445620970798235,No
1514.0,0.00177699999995,No,No,C5,0.749999543705619,No
1337.0,0.00088700000015,No,No,C3,0.7499999273984238,No
60.0,9.9999988e-07,No,No,C1,0.7445616766095786,No
60.0,0.0048799999999600005,No,No,C1,0.7445558647199816,No
66.0,0.00379800000019,No,No,C1,0.7312457791971637,No
60.0,0.00207899999987,No,No,C1,0.744562308190062,No
538.0,0.00079800000003,No,No,C7,0.5218562437382722,No
60.0,0.00046200000043,No,No,C1,0.7445624463969005,No
60.0,0.00108099999989,No,No,C1,0.7445627782487768,No
60.0,40.3224239999995,No,No,C2,0.6783652066943331,No
344.0,39.471,No,No,C4,0.7276170058322872,No
344.0,2.99719600000026,No,No,C4,0.7445737118295623,No
344.0,3.0126860000000297,No,No,C4,0.7445754660268228,No
344.0,3.00421700000015,No,No,C4,0.7445754227166065,No
344.0,3.00314600000002,No,No,C4,0.7445752559619099,No
344.0,3.0151789999999905,No,No,C4,0.7445748901519406,No
344.0,46.421262999999705,No,No,C4,0.7239178904758322,No
344.0,2.99752500000022,No,No,C4,0.7445738377410591,No
344.0,3.00623899999982,No,No,C4,0.7445756434767572,No
344.0,3.0113609999998503,No,No,C4,0.7445756478453749,No
344.0,2.9982050000003304,No,No,C4,0.7445740786867079,No
344.0,3.0107819999998395,No,No,C4,0.7445756833978705,No
60.0,10.0498990000001,No,No,C1,0.7005270679093272,No
320.0,79.940364,No,No,C4,0.6959926949382167,No
344.0,0.32199100000025,No,No,C4,0.7431741405616263,No
344.0,2.7002479999996503,No,No,C4,0.7444281535487015,No
344.0,3.01473600000008,No,No,C4,0.7445750110112892,No
344.0,3.0200399999998795,No,No,C4,0.7445730715733476,No
344.0,3.00051200000053,No,No,C4,0.7445747591308842,No
344.0,3.00093399999923,No,No,C4,0.7445748487858661,No
60.0,42.4158000000002,No,No,C2,0.6869606548426038,No
60.0,131.139995,No,No,C6,0.7355898355083447,No
344.0,72.5006749999998,No,No,C4,0.7085235231870578,No
344.0,2.9812509999997,No,No,C4,0.7445671569388863,No
344.0,3.0156219999998903,No,No,C4,0.7445747454316981,No
344.0,3.0049460000000203,No,No,C4,0.7445755155362593,No
344.0,3.00750800000014,No,No,C4,0.7445757032675808,No
344.0,3.01216999999997,No,No,C4,0.7445755467449102,No
60.0,44.344016,No,No,C2,0.6901351555313598,No
344.0,3.18701200000032,No,No,C4,0.7445042936500981,No
344.0,3.0064589999997207,No,No,C4,0.7445756590031215,No
344.0,3.0109840000000094,No,No,C4,0.7445756747260315,No
344.0,3.01144900000054,No,No,C4,0.7445756390728043,No
344.0,3.0084869999996,No,No,C4,0.7445757167991138,No
344.0,2.9988089999997096,No,No,C4,0.744574275564656,No
60.0,126.892646,No,No,C6,0.7347769760554455,No
60.0,142.58614,No,No,C6,0.7229447654948614,No
344.0,83.37336200000071,No,No,C4,0.7014057832610576,No
344.0,3.0001969999998397,No,No,C4,0.744574683270363,No
344.0,3.0137749999999,No,No,C4,0.7445752431489788,No
344.0,3.0163330000000297,No,No,C4,0.7445744929833097,No
344.0,3.00000900000032,No,No,C4,0.7445746326601032,No
344.0,3.01301299999932,No,No,C4,0.7445754055941747,No
60.0,27.1571120000008,No,No,C2,0.5169559875700169,No
