Length,TBP,Selected,Selected(1),Cluster,Silhouette,Selected(2)
74.0,0.0,No,No,C3,0.7177611789627348,No
74.0,2e-06,No,No,C3,0.7177611781766775,No
66.0,0.07042799999999001,No,No,C3,0.7379578738433602,No
66.0,0.0004,No,No,C3,0.7379771324395412,No
781.0,1.16937300000001,No,No,C2,0.7388647959296234,No
66.0,0.056462,No,No,C3,0.7379657781765374,No
781.0,1.20375,No,No,C2,0.7388613278929377,No
66.0,0.0,No,No,C3,0.7379768445954444,No
66.0,0.039599,No,No,C3,0.7379730464891676,No
74.0,0.95851499999999,No,No,C3,0.7171139653281101,No
66.0,0.00029400000001,No,No,C3,0.737977066300374,No
66.0,0.001092,No,No,C3,0.7379774741191086,No
781.0,1.00903,No,No,C2,0.7388496809982354,No
66.0,0.004472,No,No,C3,0.7379787014048402,No
60.0,9.28268200000001,No,No,C3,0.7157658501570731,No
60.0,126.017119,No,No,C7,0.7475013339935629,No
344.0,42.330547,No,No,C1,0.7304090582197705,No
344.0,2.99450999999996,No,No,C9,0.7485105178262946,No
344.0,3.0001970000000093,No,No,C9,0.7485195804139286,No
344.0,3.0060540000000096,No,No,C9,0.7485059953550169,No
344.0,2.9983039999999903,No,No,C9,0.7485181232664161,No
344.0,2.9999500000000094,No,No,C9,0.7485197112906032,No
344.0,45.63893,No,No,C1,0.7250493001389098,No
344.0,2.999752,No,No,C9,0.748519718970364,No
344.0,2.9989820000000695,No,No,C9,0.7485190962976958,No
344.0,3.00597899999991,No,No,C9,0.7485062194149806,No
344.0,3.00075000000004,No,No,C9,0.7485190137169071,No
344.0,2.99954000000002,No,No,C9,0.7485196230087034,No
60.0,7.022921,No,No,C3,0.7240951701685095,No
60.0,125.052679,No,No,C7,0.7486747936628184,No
60.0,124.953497,No,No,C7,0.7485484129836378,No
66.0,61.198854000000104,No,No,C6,0.5,No
60.0,0.00227499999994,No,No,C3,0.740793397709634,No
199.0,0.0006360000001,No,No,C4,0.7499946275739475,No
60.0,0.00018999999986000002,No,No,C3,0.7407927795537597,No
60.0,0.00153200000011,No,No,C3,0.7407933992682468,No
66.0,0.028578999999919998,No,No,C3,0.7379763153310116,No
60.0,0.00228100000004,No,No,C3,0.7407933954910872,No
199.0,0.00062600000001,No,No,C4,0.7499946130559768,No
60.0,0.000137,No,No,C3,0.7407927248937283,No
60.0,0.0009630000000700001,No,No,C3,0.7407932472871741,No
66.0,1.79326499999991,No,No,C3,0.7359655253574822,No
60.0,0.00452099999995,No,No,C3,0.740790850730959,No
199.0,0.00098200000002,No,No,C4,0.7499946278937248,No
60.0,0.0,No,No,C3,0.7407925661533343,No
60.0,0.00214400000004,No,No,C3,0.7407934294719958,No
66.0,0.6182649999999499,No,No,C3,0.7375275214698223,No
60.0,0.00303700000006,No,No,C3,0.7407927638795166,No
199.0,0.007680999999930001,No,No,C4,0.7499849022806875,No
60.0,0.0,No,No,C3,0.7407925661533343,No
60.0,0.0040130000001,No,No,C3,0.7407915563485115,No
344.0,36.4294319999999,No,No,C1,0.7101078450581376,No
344.0,2.99511500000006,No,No,C9,0.7485119803486828,No
344.0,3.00074599999994,No,No,C9,0.7485190197767695,No
344.0,3.00635599999998,No,No,C9,0.7485049447411891,No
344.0,3.00127000000009,No,No,C9,0.748517971632938,No
66.0,0.66434099999992,No,No,C3,0.737480858975218,No
60.0,0.00248400000009,No,No,C3,0.7407932845081164,No
60.0,0.0005739999999199999,No,No,C3,0.7407930854129147,No
722.0,0.16100100000005999,No,No,C2,0.7302329954499963,No
60.0,0.002027,No,No,C3,0.7407934429352494,No
60.0,0.00063999999998,No,No,C3,0.7407931198579687,No
66.0,0.00838399999998,No,No,C3,0.737979470759842,No
60.0,0.0025310000000900003,No,No,C3,0.7407932491694059,No
60.0,0.00054899999998,No,No,C3,0.740793069181748,No
722.0,0.16582600000004,No,No,C2,0.7302330216533177,No
60.0,0.0,No,No,C3,0.7407925661533343,No
60.0,0.00271999999995,No,No,C3,0.7407930829894399,No
344.0,0.00198799999998,No,No,C9,0.7387926489325436,No
66.0,0.009254000000059999,No,No,C3,0.7379794456147132,No
60.0,0.00240499999995,No,No,C3,0.7407933338457771,No
1514.0,0.00116800000001,No,No,C5,0.7080791091085353,No
1337.0,0.00083199999995,No,No,C5,0.6932473010961486,No
60.0,0.00027499999999,No,No,C3,0.7407928563917776,No
60.0,0.00182700000005,No,No,C3,0.7407934404757986,No
344.0,1.97574199999997,No,No,C9,0.7455976683030182,No
344.0,1.01094799999998,No,No,C9,0.7424622114951711,No
344.0,3.0076060000000093,No,No,C9,0.7484999814883899,No
272.0,3.60862600000007,No,No,C8,0.5,No
66.0,0.007321999999930001,No,No,C3,0.7379793629886375,No
60.0,0.00322299999993,No,No,C3,0.7407925529447018,No
