Length,TBP,Selected,Selected(1),Cluster,Silhouette,Selected(2)
1514.0,0.0011770000001,No,No,C5,0.7102443299650802,No
1337.0,0.00095399999998,No,No,C5,0.6971285510910196,No
60.0,1.99999999e-06,No,No,C4,0.7407454405018958,No
60.0,0.00613900000008,No,No,C4,0.7407453804503357,No
66.0,0.0026979999999,No,No,C4,0.7396388482110156,No
60.0,0.00222000000008,No,No,C4,0.7407461526223008,No
538.0,0.00143200000002,No,No,C2,0.45469848351764197,No
60.0,0.00012500000003,No,No,C4,0.7407455184375906,No
60.0,0.00108999999986,No,No,C4,0.7407459573283162,No
60.0,20.723561,No,No,C4,0.7163393578104386,No
344.0,17.4811560000001,No,No,C1,0.7367541735249737,No
344.0,2.98650499999997,No,No,C1,0.7417768452869447,No
344.0,3.002475,No,No,C1,0.7417806845944428,No
344.0,3.0044359999999397,No,No,C1,0.741780377715493,No
344.0,3.0011470000001697,No,No,C1,0.741780776290477,No
344.0,3.00019799999984,No,No,C1,0.7417807210927077,No
60.0,117.538387,No,No,C3,0.7104414920661377,No
307.0,88.768598,No,No,C1,0.68003771437655,No
307.0,0.00172099999997,No,No,C1,0.7203222160767155,No
318.0,0.0,No,No,C1,0.7288312345843263,No
379.0,1e-06,No,No,C1,0.7285247180421709,No
318.0,0.0,No,No,C1,0.7288312345843263,No
375.0,0.0,No,No,C1,0.7302679147042915,No
318.0,0.00300200000015,No,No,C1,0.7288315330932476,No
355.0,0.0,No,No,C1,0.7377334369619026,No
318.0,0.0,No,No,C1,0.7288312345843263,No
387.0,0.0,No,No,C1,0.7248708149886108,No
369.0,0.0,No,No,C1,0.7326889711644555,No
371.0,1.99999988e-06,No,No,C1,0.7319156923968401,No
74.0,8.931961,No,No,C4,0.7282480337581588,No
74.0,0.0006620000000299999,No,No,C4,0.7320064507404116,No
66.0,1.02340000000004,No,No,C4,0.7397630892337117,No
66.0,0.00030000000004,No,No,C4,0.7396378689259611,No
781.0,1.43922699999996,No,No,C2,0.7199867056023039,No
781.0,0.98995999999988,No,No,C2,0.7200108672543318,No
66.0,1.85754299999996,No,No,C4,0.7396586080180864,No
78.0,0.12879299999997,No,No,C4,0.7272176302819845,No
781.0,1.11000100000001,No,No,C2,0.7200234252927336,No
66.0,2.37523299999998,No,No,C4,0.739441144025025,No
66.0,1.7424220000001498,No,No,C4,0.7396893949449129,No
60.0,76.491502,No,No,C3,0.5639815905029374,No
344.0,49.235394,No,No,C1,0.7215247271299746,No
344.0,2.9957979999999202,No,No,C1,0.7417798259658238,No
344.0,3.01738,No,No,C1,0.7417770643110578,No
344.0,2.99026000000003,No,No,C1,0.7417781523731247,No
344.0,3.0012719999999704,No,No,C1,0.7417807735992344,No
344.0,3.0022020000001204,No,No,C1,0.741780713759654,No
344.0,45.4929399999999,No,No,C1,0.7236222573421052,No
344.0,3.0006339999999905,No,No,C1,0.7417807612756706,No
344.0,3.0017320000001697,No,No,C1,0.7417807506094086,No
344.0,3.00757199999975,No,No,C1,0.7417796860199797,No
344.0,3.00003800000013,No,No,C1,0.7417806989431448,No
344.0,3.00012500000003,No,No,C1,0.7417807122901381,No
60.0,0.30898900000011,No,No,C4,0.7406274221637315,No
60.0,142.082268,No,No,C3,0.7197332082729307,No
60.0,150.984913,No,No,C3,0.7124432598934131,No
344.0,35.030033,No,No,C1,0.7289858957457911,No
344.0,2.9957399999998398,No,No,C1,0.7417798123745942,No
344.0,3.0036330000000397,No,No,C1,0.7417805279551863,No
344.0,3.0037750000001298,No,No,C1,0.7417805047097805,No
344.0,3.0000509999999796,No,No,C1,0.741780701247713,No
344.0,3.0006789999999905,No,No,C1,0.7417807641436263,No
320.0,42.5788219999999,No,No,C1,0.7181690931750172,No
344.0,0.21008099999995,No,No,C1,0.740630042077365,No
344.0,2.8240670000000097,No,No,C1,0.7417155925267098,No
344.0,2.9932280000000397,No,No,C1,0.7417791010712855,No
344.0,3.0110770000001095,No,No,C1,0.7417788132247611,No
344.0,2.99502999999982,No,No,C1,0.7417796258119688,No
344.0,3.0009930000001095,No,No,C1,0.7417807752315947,No
60.0,27.7499459999999,No,No,C4,0.7011421094387479,No
60.0,127.620187,No,No,C3,0.7202200675501307,No
60.0,134.994668,No,No,C3,0.7220265749731412,No
66.0,28.3917960000001,No,No,C4,0.6998598368682037,No
60.0,0.00210500000003,No,No,C4,0.7407461443528665,No
60.0,0.00108999999975,No,No,C4,0.7407459573283162,No
722.0,0.18748000000005,No,No,C2,0.7072541117781483,No
60.0,0.0,No,No,C4,0.7407454390099883,No
60.0,0.00423200000023,No,No,C4,0.7407458863000587,No
66.0,0.028830999999849997,No,No,C4,0.739646523732679,No
60.0,0.00258599999984,No,No,C4,0.7407461378272832,No
60.0,0.00051900000017,No,No,C4,0.7407457238235899,No
