Length,TBP,Selected,Selected(1),Cluster,Silhouette,Selected(2)
344.0,18.4575939999995,No,No,C4,0.7361154634416978,No
344.0,2.99518400000034,No,No,C4,0.7417901754099524,No
344.0,3.0044589999997697,No,No,C4,0.741791722255399,No
344.0,3.0257799999999397,No,No,C4,0.7417898431893823,No
344.0,2.9401330000000603,No,No,C4,0.7417743022689236,No
344.0,3.0428460000002797,No,No,C4,0.7417860867012419,No
60.0,110.798294,No,No,C1,0.6885507135195175,No
66.0,75.729077,No,No,C1,0.7061735136383589,No
60.0,0.0023879999998800004,No,No,C1,0.7377952963524279,No
60.0,0.0008479999996799999,No,No,C1,0.7377949898283633,No
722.0,0.17169999999986998,No,No,C3,0.7064475267644952,No
60.0,1.00000034e-06,No,No,C1,0.7377947500737534,No
60.0,0.01096199999938,No,No,C1,0.7377943247650929,No
66.0,0.006155000000939999,No,No,C1,0.7360315463510673,No
60.0,0.0026859999998099997,No,No,C1,0.7377953209772553,No
60.0,0.00054,No,No,C1,0.7377949137280522,No
722.0,0.17359599999963,No,No,C3,0.7064475221286095,No
60.0,1.00000034e-06,No,No,C1,0.7377947500737534,No
60.0,0.0070829999995099995,No,No,C1,0.7377949885043957,No
344.0,0.0061910000004,No,No,C4,0.7406357703310223,No
66.0,0.006846000000220001,No,No,C1,0.7360316347392019,No
60.0,0.004762999999,No,No,C1,0.7377952605730482,No
1514.0,0.0010820000006800002,No,No,C2,0.7264004798553791,No
1337.0,0.00038399999994,No,No,C2,0.7196704599090682,No
60.0,0.0,No,No,C1,0.7377947496195669,No
60.0,0.0021589999996599997,No,No,C1,0.7377952589242971,No
344.0,2.9745660000007796,No,No,C4,0.7417847137520459,No
344.0,3.0007299999997503,No,No,C4,0.7417912087610665,No
272.0,3.59677399999964,No,No,C4,0.6848007843974631,No
66.0,0.00719900000058,No,No,C1,0.7360316646484801,No
60.0,0.0034309999991799997,No,No,C1,0.7377953213300594,No
1514.0,0.0015270000003500001,No,No,C2,0.7264004798530793,No
1337.0,0.0,No,No,C2,0.7196704599121335,No
60.0,0.00019100000008999998,No,No,C1,0.7377948129055797,No
60.0,0.00542799999948,No,No,C1,0.7377952024287505,No
66.0,0.00411300000087,No,No,C1,0.736031196848665,No
60.0,0.00276199999917,No,No,C1,0.7377953238666586,No
538.0,0.0014850000006799999,No,No,C3,0.5200809039608455,No
60.0,9.9999943e-07,No,No,C1,0.7377947500737532,No
60.0,0.0024080000002899998,No,No,C1,0.7377952987850999,No
60.0,64.2683200000001,No,No,C1,0.7126591871317279,No
344.0,68.6722049999998,No,No,C4,0.7091109147815207,No
344.0,2.9897750000000096,No,No,C4,0.7417888933583852,No
344.0,3.0129200000001206,No,No,C4,0.7417920042489612,No
344.0,3.0161170000001203,No,No,C4,0.741791620410418,No
344.0,3.00962400000026,No,No,C4,0.7417921068223069,No
344.0,3.0082989999991696,No,No,C4,0.7417920696140948,No
82.0,38.9931859999997,No,No,C1,0.7183678228036178,No
82.0,0.00063000000046,No,No,C1,0.7269536747384667,No
72.0,0.00033200000053,No,No,C1,0.7330251111949068,No
344.0,6.2226890000001704,No,No,C4,0.7408156586563526,No
344.0,2.99314499999946,No,No,C4,0.7417897269469783,No
344.0,3.01481799999965,No,No,C4,0.7417917975057546,No
344.0,3.01250400000026,No,No,C4,0.7417920381626241,No
344.0,3.01072300000033,No,No,C4,0.7417921075682326,No
344.0,2.99947499999962,No,No,C4,0.7417910015431284,No
60.0,0.50876300000073,No,No,C1,0.7376862287182375,No
307.0,20.946336,No,No,C4,0.7193423681410767,No
307.0,0.00109399999928,No,No,C4,0.7217118231618256,No
318.0,0.0,No,No,C4,0.7296712431046768,No
379.0,0.0,No,No,C4,0.7253810571681412,No
318.0,0.0013570000000999998,No,No,C4,0.7296713968290898,No
375.0,1.00000034e-06,No,No,C4,0.7280183338392676,No
318.0,0.0,No,No,C4,0.7296712431046768,No
355.0,9.9999943e-07,No,No,C4,0.7377305150848847,No
318.0,0.00139500000023,No,No,C4,0.7296713999068236,No
387.0,9.9999943e-07,No,No,C4,0.7194618101367434,No
369.0,0.0,No,No,C4,0.7315227160563129,No
371.0,2.00000068e-06,No,No,C4,0.730419976101093,No
60.0,107.044384,No,No,C1,0.6906851945895799,No
60.0,144.314353,No,No,C1,0.6682408132918167,No
344.0,56.64011800000029,No,No,C4,0.7165439892158029,No
344.0,3.75704500000029,No,No,C4,0.7415890798664514,No
344.0,2.23782500000016,No,No,C4,0.7415223544996828,No
344.0,3.01866999999947,No,No,C4,0.7417912023824372,No
344.0,3.0065760000006803,No,No,C4,0.7417919557380539,No
344.0,3.0419269999992995,No,No,C4,0.7417863128567681,No
344.0,46.4675610000004,No,No,C4,0.7223303016267836,No
344.0,2.91688299999987,No,No,C4,0.7417666307713743,No
344.0,3.0072430000000203,No,No,C4,0.7417920110224893,No
344.0,3.011708,No,No,C4,0.7417920812452793,No
