Length,TBP,Selected,Selected(1),Cluster,Silhouette,Selected(2)
1468.0,0.0,No,No,C2,0.7499233500056041,No
1468.0,0.00420400000001564,No,No,C2,0.7499232739192376,No
1468.0,0.00682300000005398,No,No,C2,0.7499230910703321,No
1468.0,0.00029299999994236714,No,No,C2,0.7499233681553261,No
1468.0,0.0013789999999858082,No,No,C2,0.7499233922489693,No
1468.0,0.0005639999999971224,No,No,C2,0.7499233783161207,No
1468.0,0.001044000000035794,No,No,C2,0.7499233912594291,No
1468.0,0.001875999999981559,No,No,C2,0.7499233833367873,No
1468.0,0.021753999999987172,No,No,C2,0.7499216464734508,No
1468.0,0.0023520000000871732,No,No,C2,0.7499233676881011,No
1468.0,0.0028009999999767388,No,No,C2,0.7499233489485324,No
1468.0,0.0009979999999245592,No,No,C2,0.749923390560433,No
1468.0,0.0023830000000089058,No,No,C2,0.7499233665152212,No
1468.0,7.099999999127249e-05,No,No,C2,0.7499233568689567,No
1468.0,0.0019010000000889704,No,No,C2,0.7499233826434628,No
1468.0,0.0003239999999209431,No,No,C2,0.7499233694801724,No
1468.0,0.0017880000000900509,No,No,C2,0.7499233856068616,No
1468.0,0.0002699999998867497,No,No,C2,0.7499233670549447,No
1468.0,0.003428000000042175,No,No,C2,0.749923317918523,No
1468.0,0.0010480000000825385,No,No,C2,0.7499233913149448,No
1468.0,0.002066999999954078,No,No,C2,0.7499233777069988,No
1468.0,0.007258999999976368,No,No,C2,0.7499230570087562,No
1468.0,0.005418999999960761,No,No,C2,0.7499231942267726,No
1468.0,0.002437000000043099,No,No,C2,0.7499233644087451,No
1468.0,0.0032640000000583314,No,No,C2,0.749923326446271,No
1468.0,7.39999999268548e-05,No,No,C2,0.7499233570091209,No
1468.0,3.299999997352643e-05,No,No,C2,0.749923353958697,No
1468.0,2.6000000104886567e-05,No,No,C2,0.7499233532220357,No
1468.0,0.00010699999990038123,No,No,C2,0.7499233588551325,No
1468.0,0.0020339999999805514,No,No,C2,0.7499233787587994,No
1468.0,0.005460000000084619,No,No,C2,0.749923191359396,No
1468.0,0.001036999999996624,No,No,C2,0.7499233912167644,No
1468.0,0.010862000000031458,No,No,C2,0.7499227449910182,No
1468.0,7.299999992937956e-05,No,No,C2,0.7499233571909614,No
1468.0,0.021724000000006072,No,No,C2,0.7499216496803003,No
1468.0,0.01995700000003353,No,No,C2,0.7499218369234886,No
1468.0,8.99999999433021e-05,No,No,C2,0.7499233581166637,No
1468.0,0.001073000000076263,No,No,C2,0.7499233916973869,No
1468.0,0.000321999999982836,No,No,C2,0.7499233693317494,No
1468.0,0.0018749999999840838,No,No,C2,0.749923383362199,No
1468.0,7.099999999127249e-05,No,No,C2,0.7499233568689567,No
1468.0,0.0015050000000087493,No,No,C2,0.7499233909789991,No
1468.0,0.013074999999957981,No,No,C2,0.7499225354171855,No
1468.0,0.0043330000000310065,No,No,C2,0.7499232660374107,No
1468.0,0.0012950000000273576,No,No,C2,0.7499233927018062,No
1468.0,5.7999999967250915e-05,No,No,C2,0.7499233561310886,No
1468.0,4.3000000005122274e-05,No,No,C2,0.7499233548267282,No
1468.0,0.0054829999999697066,No,No,C2,0.7499231897531695,No
1468.0,0.0018349999999713873,No,No,C2,0.7499233844222031,No
1468.0,4.5999999997548e-05,No,No,C2,0.7499233549266132,No
1468.0,0.046560000000056334,No,No,C2,0.7499188798607983,No
1468.0,0.026637000000050648,No,No,C2,0.7499211166311357,No
1468.0,0.022016000000007807,No,No,C2,0.7499216184450543,No
1468.0,0.002726999999936197,No,No,C2,0.7499233522444675,No
1468.0,0.004221999999970194,No,No,C2,0.7499232728248468,No
1468.0,0.0009740000000419968,No,No,C2,0.7499233901585636,No
1468.0,0.0014820000000099753,No,No,C2,0.7499233912402856,No
