Length,TBP,Selected,Selected(1),Cluster,Silhouette,Selected(2)
54.0,0.0,No,No,C1,0.7444097405212347,No
54.0,0.023500999999999998,No,No,C1,0.7444100682208694,No
54.0,0.022533,No,No,C1,0.7444100632349538,No
54.0,0.014077000000000013,No,No,C1,0.7444100064675567,No
75.0,0.045348999999999945,No,No,C1,0.7440556226888154,No
54.0,0.08679600000000003,No,No,C1,0.7444099687359729,No
359.0,0.008601999999999999,No,No,C1,0.7063705989293493,No
54.0,0.028565000000000007,No,No,C1,0.7444100904669457,No
55.0,1.3816700000000002,No,No,C1,0.7444019576913178,No
54.0,1.0775849999999998,No,No,C1,0.7443727992347889,No
54.0,0.003310000000000368,No,No,C1,0.7444098598824499,No
75.0,0.0008099999999995333,No,No,C1,0.7440559364466082,No
54.0,0.33058900000000024,No,No,C1,0.7444051645329136,No
107.0,0.06370300000000029,No,No,C1,0.7417893635785672,No
75.0,0.016844999999999555,No,No,C1,0.7440558869106252,No
55.0,0.027871999999999897,No,No,C1,0.7444389649099672,No
54.0,0.14221899999999987,No,No,C1,0.7444094409126405,No
54.0,0.11331300000000022,No,No,C1,0.7444097658367101,No
54.0,0.0049400000000003885,No,No,C1,0.7444098957766196,No
66.0,0.4201619999999999,No,No,C1,0.7443543212187617,No
62.0,0.3910589999999998,No,No,C1,0.7444436969816353,No
1259.0,0.4249540000000005,No,No,C2,0.718656355063596,No
427.0,9.299999999967667e-05,No,No,C1,0.6901847182580175,No
54.0,0.22959199999999935,No,No,C1,0.7444078556942192,No
54.0,0.00419800000000059,No,No,C1,0.7444098809965375,No
55.0,0.02937299999999965,No,No,C1,0.7444389822986577,No
54.0,0.7977480000000003,No,No,C1,0.7443864551824437,No
54.0,0.004217999999999833,No,No,C1,0.7444098814307014,No
75.0,0.0010050000000001447,No,No,C1,0.744055936969158,No
54.0,0.3287179999999994,No,No,C1,0.74440521897538,No
75.0,0.0820110000000005,No,No,C1,0.7440552219884526,No
145.0,0.680504,No,No,C1,0.7386291205412573,No
55.0,0.6761270000000001,No,No,C1,0.744430329600704,No
54.0,1.2280290000000003,No,No,C1,0.7443650257489146,No
54.0,0.0044880000000002696,No,No,C1,0.7444098870740854,No
75.0,0.0007259999999984501,No,No,C1,0.7440559360494671,No
54.0,0.3281200000000002,No,No,C1,0.7444052361701896,No
75.0,0.08334900000000012,No,No,C1,0.7440552063294735,No
54.0,0.4105100000000004,No,No,C1,0.7444026117040737,No
54.0,0.00545300000000104,No,No,C1,0.7444099049845802,No
75.0,0.0006619999999983861,No,No,C1,0.7440559356122551,No
54.0,0.0002710000000014645,No,No,C1,0.7444097514368315,No
75.0,0.4110479999999992,No,No,C1,0.7440507051573779,No
383.0,0.33924400000000077,No,No,C1,0.7010665662428082,No
55.0,0.04727099999999851,No,No,C1,0.7444391687083807,No
66.0,0.037415000000001086,No,No,C1,0.7443555147518112,No
172.0,0.1946639999999995,No,No,C1,0.7356385118906423,No
164.0,0.18051499999999976,No,No,C1,0.7365533114968961,No
54.0,0.17427299999999946,No,No,C1,0.7444089593786131,No
166.0,7.700000000099294e-05,No,No,C1,0.7363265944460532,No
512.0,0.20734400000000086,No,No,C1,0.663939849617141,No
54.0,0.18255599999999816,No,No,C1,0.744408811385108,No
61.0,5.9000000000253294e-05,No,No,C1,0.7444469984448487,No
54.0,7.600000000174134e-05,No,No,C1,0.7444097438723527,No
62.0,0.5308229999999998,No,No,C1,0.7444420401742345,No
385.0,0.18354399999999949,No,No,C1,0.7006037076225546,No
54.0,0.13945599999999914,No,No,C1,0.744409476299401,No
54.0,0.0032040000000002067,No,No,C1,0.7444098568604048,No
75.0,0.0006719999999997839,No,No,C1,0.7440559356938609,No
62.0,0.12504999999999988,No,No,C1,0.7444455013459725,No
357.0,0.0009689999999995536,No,No,C1,0.7067848492944304,No
62.0,0.18779199999999996,No,No,C1,0.744445377437064,No
344.0,0.0005960000000015953,No,No,C1,0.7094146810899333,No
54.0,0.053718999999999184,No,No,C1,0.7444100989963498,No
75.0,0.04398800000000058,No,No,C1,0.7440556359054502,No
62.0,0.07113299999999967,No,No,C1,0.7444454548391928,No
55.0,0.004288000000000736,No,No,C1,0.7444386372753444,No
76.0,0.15687400000000018,No,No,C1,0.7439915731298727,No
55.0,0.628323,No,No,C1,0.7444317181173193,No
55.0,0.2656459999999985,No,No,C1,0.7444387486905444,No
145.0,0.09459700000000026,No,No,C1,0.7386325315368133,No
76.0,0.050854000000001065,No,No,C1,0.7439916322568332,No
55.0,0.09603599999999801,No,No,C1,0.7444394535584942,No
55.0,0.33461200000000346,No,No,C1,0.7444379154854004,No
329.0,0.1844419999999971,No,No,C1,0.712305740628038,No
55.0,0.18827300000000236,No,No,C1,0.7444393467394818,No
55.0,0.1007409999999993,No,No,C1,0.7444394669991226,No
55.0,0.04745999999999739,No,No,C1,0.7444391704238045,No
54.0,0.37011200000000244,No,No,C1,0.7444039662561802,No
54.0,0.006103000000001302,No,No,C1,0.7444099153611972,No
75.0,0.0009239999999977044,No,No,C1,0.7440559367962164,No
54.0,0.3549730000000011,No,No,C1,0.74440444089096,No
75.0,0.056236999999999426,No,No,C1,0.744055512426841,No
55.0,0.08284799999999848,No,No,C1,0.7444394016382352,No
76.0,0.20046800000000253,No,No,C1,0.7439914706669816,No
55.0,0.1050779999999989,No,No,C1,0.7444394772760898,No
55.0,0.594163,No,No,C1,0.7444326479277347,No
55.0,0.26026899999999387,No,No,C1,0.7444388026592814,No
55.0,0.24850800000000817,No,No,C1,0.7444389145098665,No
55.0,0.08870299999999887,No,No,C1,0.7444394263934303,No
55.0,0.03469899999999981,No,No,C1,0.7444390414312736,No
55.0,0.028335999999999473,No,No,C1,0.7444389703750363,No
55.0,0.06584799999999902,No,No,C1,0.7444393114269168,No
55.0,0.3436120000000038,No,No,C1,0.7444377882934377,No
55.0,0.014613999999998128,No,No,C1,0.7444387922431721,No
55.0,0.07510199999999756,No,No,C1,0.7444393645470727,No
54.0,0.07872499999999505,No,No,C1,0.7444100117069338,No
54.0,0.0038980000000066184,No,No,C1,0.7444098742513159,No
55.0,0.04512099999999819,No,No,C1,0.7444391485656106,No
55.0,0.16840700000000197,No,No,C1,0.7444394317851055,No
54.0,0.1409179999999992,No,No,C1,0.7444094576801078,No
54.0,0.004433999999999827,No,No,C1,0.7444098859784305,No
75.0,0.0006990000000008934,No,No,C1,0.7440559358863472,No
55.0,0.11392899999999884,No,No,C1,0.7444394919518673,No
55.0,4.099999999951365e-05,No,No,C1,0.7444385615433389,No
55.0,0.002473000000001946,No,No,C1,0.7444386053596033,No
55.0,0.0034840000000002647,No,No,C1,0.744438623214652,No
55.0,0.007960000000000633,No,No,C1,0.7444386961496547,No
55.0,4.000000000559112e-06,No,No,C1,0.7444385608525439,No
55.0,0.11698699999999818,No,No,C1,0.7444394955441943,No
54.0,0.11512499999999903,No,No,C1,0.7444097489725667,No
75.0,0.05052699999999888,No,No,C1,0.7440555716010283,No
62.0,0.24659300000000073,No,No,C1,0.74444503075486,No
130.0,0.8041590000000021,No,No,C1,0.739945506892433,No
76.0,0.2781020000000005,No,No,C1,0.7439911698058594,No
