ClientUsername,ClientIPAddress,ClientMACAddress,AssociationTime,APName,APMACAddress,SessionDuration,AvgSessionThroughputKbps,BytesSent,BytesReceived,DisassociationTime
006548,172.24.1.42,34:23:ba:74:4d:18,Thu Dec 07 11:43:13 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,10 min 0 sec,0,0,0,Thu Dec 07 11:53:14 BRST 2017
006548,172.24.1.42,34:23:ba:74:4d:18,Thu Dec 07 09:58:01 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,1 hrs 45 min 12 sec,6.3,323272,4634411,Thu Dec 07 11:43:13 BRST 2017
006548,172.24.1.42,34:23:ba:74:4d:18,Thu Dec 07 06:52:38 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,3 hrs 5 min 22 sec,6.8,752229,8714954,Thu Dec 07 09:58:01 BRST 2017
006548,172.24.1.42,34:23:ba:74:4d:18,Wed Dec 06 15:17:19 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,1 hrs 10 min 6 sec,1.9,298426,489005,Wed Dec 06 16:27:25 BRST 2017
006548,172.24.1.42,34:23:ba:74:4d:18,Wed Dec 06 12:31:58 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,2 hrs 45 min 20 sec,10.1,9599363,2868298,Wed Dec 06 15:17:19 BRST 2017
006548,172.24.1.42,34:23:ba:74:4d:18,Wed Dec 06 10:46:48 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,55 min 5 sec,31.7,490825,12385169,Wed Dec 06 11:41:53 BRST 2017
006548,172.24.1.42,34:23:ba:74:4d:18,Wed Dec 06 09:21:36 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,1 hrs 25 min 11 sec,3.8,608220,1826358,Wed Dec 06 10:46:48 BRST 2017
006548,172.24.1.42,34:23:ba:74:4d:18,Wed Dec 06 08:26:29 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,55 min 7 sec,36.9,650101,14602009,Wed Dec 06 09:21:36 BRST 2017
006548,172.24.1.42,34:23:ba:74:4d:18,Wed Dec 06 08:16:27 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,10 min 1 sec,4.6,160086,182022,Wed Dec 06 08:26:29 BRST 2017
006548,172.24.1.42,34:23:ba:74:4d:18,Wed Dec 06 07:21:21 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,55 min 6 sec,466.6,167196020,25637550,Wed Dec 06 08:16:27 BRST 2017
006548,172.24.1.27,34:23:ba:74:4d:18,Fri Dec 01 15:12:26 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,5 min 0 sec,0,0,0,Fri Dec 01 15:17:26 BRST 2017
006548,172.24.1.27,34:23:ba:74:4d:18,Fri Dec 01 14:07:16 BRST 2017,P12-TER-AP1-AI,18:9c:5d:44:7a:c0,1 hrs 5 min 9 sec,0.9,116367,317923,Fri Dec 01 15:12:26 BRST 2017
