Length,TBP,Selected,Selected(1),Cluster,Silhouette,Selected(2)
262.0,0.0,No,No,C2,0.7405348799398954,No
262.0,0.9848700000000008,No,No,C2,0.7412566343027496,No
110.0,1.7750029999999979,No,No,C6,0.7100222778057412,No
110.0,1.2288170000000136,No,No,C6,0.7104305380208783,No
262.0,0.0067189999999897046,No,No,C2,0.7405513551874111,No
110.0,1.0174229999999935,No,No,C6,0.7101113774720186,No
262.0,8.002601000000006,No,No,C2,0.7204136705375759,No
161.0,9.280923999999976,No,No,C1,0.723750729730704,No
161.0,3.931911,No,No,C1,0.7202357998692615,No
92.0,11.655393000000016,No,No,C6,0.5308380599709822,No
262.0,2.18934299999998,No,No,C2,0.7399857079046478,No
161.0,28.173351000000025,No,No,C1,0.6819797618858136,No
161.0,13.97788700000001,No,No,C1,0.7214416372240328,No
233.0,39.01213999999999,No,No,C5,0.7481777788524949,No
62.0,25.806920999999992,No,No,C4,0.6600583142211751,No
161.0,175.182596,No,No,C3,0.5,No
78.0,2.5959970000000108,No,No,C4,0.6477853144911112,No
66.0,0.00347599999997783,No,No,C4,0.7144197011035269,No
128.0,0.0019340000000624968,No,No,C6,0.6079969386272426,No
66.0,0.0021629999999959178,No,No,C4,0.714419658598248,No
66.0,0.0006579999999871687,No,No,C4,0.7144155807170701,No
66.0,0.0019199999999841566,No,No,C4,0.7144192968901659,No
161.0,1.4170780000000036,No,No,C1,0.7128785561525188,No
233.0,38.47852,No,No,C5,0.7481613376662837,No
161.0,3.508005999999966,No,No,C1,0.7194448577817754,No
161.0,14.007367999999984,No,No,C1,0.7213929634701708,No
62.0,14.988847000000078,No,No,C4,0.691524071771246,No
