Length,TBP,Selected,Selected(1),Cluster,Silhouette,Selected(2)
62.0,124.80671099999996,No,No,C3,0.5,No
92.0,42.398656000000074,No,No,C1,0.5912811540033706,No
216.0,0.10368499999992764,No,No,C6,0.5,No
92.0,0.0016709999999875436,No,No,C9,0.6971527958532748,No
104.0,0.10080300000004172,No,No,C9,0.6572244289444066,No
92.0,0.003510000000005675,No,No,C9,0.6971621121993584,No
161.0,57.61006099999997,No,No,C10,0.6946787025435176,No
161.0,3.968136000000186,No,No,C2,0.7311150310442912,No
62.0,39.28328999999985,No,No,C1,0.5497947721181564,No
161.0,2.7319360000000192,No,No,C2,0.7293612834928869,No
132.0,10.889445999999907,No,No,C7,0.6872541263482278,No
132.0,1.006028000000356,No,No,C7,0.7207826851884296,No
161.0,2.1107449999993837,No,No,C2,0.7265234017283939,No
132.0,0.8991150000002791,No,No,C7,0.7204594708114174,No
161.0,239.1309779999999,No,No,C5,0.5,No
161.0,3.934814000000074,No,No,C2,0.7311657034792207,No
161.0,42.00102600000002,No,No,C10,0.6658864276654299,No
161.0,14.017601999999895,No,No,C2,0.6834184866328901,No
62.0,18.180431,No,No,C4,0.5723642656419495,No
92.0,0.054933000000119137,No,No,C9,0.6969055730917741,No
78.0,0.003748000000086904,No,No,C8,0.7499652023138856,No
78.0,9.99999883788405e-07,No,No,C8,0.749972857859547,No
66.0,0.0020459999998365674,No,No,C4,0.6748368052009405,No
78.0,0.001180000000204018,No,No,C8,0.7499793542885467,No
66.0,9.99999883788405e-07,No,No,C4,0.6748469016973075,No
66.0,0.0,No,No,C4,0.6748468875618846,No
66.0,1.0000001111620804e-06,No,No,C4,0.6748469016973087,No
