Length,TBP,Selected,Selected(1),Cluster,Silhouette,Selected(2)
92.0,0.004643000000669417,No,No,C11,0.744514562405696,No
216.0,0.0979010000000926,No,No,C6,0.5,No
92.0,0.002235999999811611,No,No,C11,0.7445004086051521,No
161.0,57.254489000000156,No,No,C2,0.6824771442038533,No
161.0,3.9844559999999087,No,No,C9,0.7168319810974682,No
62.0,27.7088760000006,No,No,C13,0.5,No
161.0,14.295714999999289,No,No,C12,0.7459203010294745,No
161.0,14.0029320000001,No,No,C12,0.7458129790396593,No
62.0,99.34256600000003,No,No,C10,0.5,No
161.0,142.71251200000006,No,No,C5,0.5,No
161.0,4.024639999999864,No,No,C9,0.7163057383142242,No
161.0,41.977591000000075,No,No,C2,0.6348709949739122,No
110.0,13.825334999999995,No,No,C7,0.5,No
161.0,0.17508900000007088,No,No,C9,0.6998792045093667,No
92.0,0.9510279999997238,No,No,C11,0.738881222969713,No
78.0,0.005732000000080006,No,No,C3,0.7499272495745118,No
78.0,0.0,No,No,C3,0.7499586939360656,No
66.0,0.002483000000211177,No,No,C4,0.749975428550404,No
78.0,0.0004959999996572151,No,No,C3,0.7499619839582705,No
66.0,1.0000003385357559e-06,No,No,C4,0.749980916044219,No
66.0,0.0,No,No,C4,0.7499809136285236,No
66.0,0.0,No,No,C4,0.7499809136285236,No
66.0,0.0035709999999653523,No,No,C4,0.7499638257197323,No
66.0,0.0,No,No,C4,0.7499809136285236,No
117.0,0.0003390000001672888,No,No,C8,0.5,No
66.0,0.002578999999741427,No,No,C4,0.7499747918307905,No
254.0,0.1847210000000814,No,No,C1,0.5,No
